title_URL,title,ridingarea,distance,descent,climb,DifficultyRating,Coordinates,Local_Popularity
https://www.trailforks.com/trails/old-joppa-road/,Old Joppa Road,South Woods,2 miles,-54 ft,104 ft,"
                     Green rate
                ","(42.628250, -70.631030)",45
https://www.trailforks.com/trails/old-kendall-optional/,Old Kendall Optional,Landlocked Forest,"1,332 ft",-11 ft,15 ft,"
                     Blue rate
                ","(42.489540, -71.236940)",60
https://www.trailforks.com/trails/old-kendall-road-loop/,Old Kendall Road Loop,Landlocked Forest,1 mile,-87 ft,87 ft,"
                     Blue rate
                ","(42.491030, -71.239470)",65
https://www.trailforks.com/trails/old-king-s-highway-329481/,Old King's Highway,Pelham Lake Park,"2,238 ft",,297 ft,"
                     Black Diamond rate
                ","(42.688640, -72.896560)",5
https://www.trailforks.com/trails/old-kings-connector/,Old Kings Connector,Barnstable,"1,047 ft",,8 ft,"
                     Green rate
                ","(41.631410, -70.441330)",5
https://www.trailforks.com/trails/old-ledgeview-trail-remnant/,Old Ledgeview Trail Remnant,Wrentham State Forest & Conservation Lands,282 ft,,,"
                     Green rate
                ","(42.041240, -71.310350)",25
https://www.trailforks.com/trails/old-mail-route/,Old Mail Route,West Tisbury,2 miles,-46 ft,5 ft,"
                     Green rate
                ","(41.427280, -70.643420)",45
https://www.trailforks.com/trails/old-manchester-road/,Old Manchester Road,Manchester-Essex Woods,2 miles,-108 ft,65 ft,"
                     White rate
                ","(42.608230, -70.774840)",45
https://www.trailforks.com/trails/old-manchester-road-ext/,Old Manchester Road Ext,Manchester-Essex Woods,"1,834 ft",-30 ft,9 ft,"
                     Green rate
                ","(42.599190, -70.777950)",20
https://www.trailforks.com/trails/old-meetinghouse-road/,Old Meetinghouse Road,Mashpee River Woodlands,374 ft,-11 ft,,"
                     Green rate
                ","(41.623530, -70.480010)",5
https://www.trailforks.com/trails/old-mendon-trail/,Old Mendon Trail,Hassanamesit Woods,"2,229 ft",-99 ft,4 ft,"
                     Blue rate
                ","(42.178820, -71.662430)",70
https://www.trailforks.com/trails/old-merrymount-ave-connector/,Old Merrymount Ave Connector,Merrymount Park,230 ft,,,"
                     Green rate
                ","(42.264050, -71.009850)",20
https://www.trailforks.com/trails/old-merrymount-ave-connector-170177/,Old Merrymount Ave Connector,Merrymount Park,281 ft,-13 ft,16 ft,"
                     Green rate
                ","(42.263710, -71.009490)",35
https://www.trailforks.com/trails/old-midpoint-fireroad/,Old Midpoint Fireroad,Franklin State Forest,"4,009 ft",-76 ft,,"
                     Blue rate
                ","(42.076860, -71.434720)",90
https://www.trailforks.com/trails/old-midstate-high-side/,Old Midstate High Side,Hodges Village Dam,"2,085 ft",-59 ft,38 ft,"
                     Blue rate
                ","(42.130650, -71.878760)",50
https://www.trailforks.com/trails/old-midstate-low-side/,Old Midstate Low Side,Hodges Village Dam,"1,504 ft",-44 ft,39 ft,"
                     Blue rate
                ","(42.127180, -71.878610)",100
https://www.trailforks.com/trails/old-mill-brook/,Old Mill Brook,Plainville Conservation Land,"1,211 ft",-10 ft,,"
                     Blue rate
                ","(42.025310, -71.331860)",40
https://www.trailforks.com/trails/old-mill-lane/,Old Mill Lane,Higgins Crowell,"3,202 ft",-3 ft,5 ft,"
                     Green rate
                ","(41.675080, -70.251230)",20
https://www.trailforks.com/trails/old-mill-lane-connector/,Old Mill Lane Connector,Higgins Crowell,"1,132 ft",-8 ft,2 ft,"
                     Blue rate
                ","(41.662010, -70.252460)",35
https://www.trailforks.com/trails/old-mini-park/,Old Mini Park,F. Gilbert Hills State Forest,295 ft,-2 ft,,"
                     Green rate
                ","(42.042370, -71.269760)",25
https://www.trailforks.com/trails/old-moraine-trail/,Old Moraine Trail,Collins Woodlot / Kettle Holes,1 mile,-160 ft,212 ft,,"(41.616250, -70.618290)",70
https://www.trailforks.com/trails/old-moraine-trail-hill/,Old Moraine Trail Hill,Collins Woodlot / Kettle Holes,492 ft,-22 ft,,"
                     Black Diamond rate
                ","(41.606710, -70.624920)",80
https://www.trailforks.com/trails/old-moto/,Old Moto,Hanson,"3,553 ft",-35 ft,32 ft,"
                     Black Diamond rate
                ","(41.606710, -70.624920)",80
https://www.trailforks.com/trails/old-moto-link/,Old Moto Link,Plainville Conservation Land,187 ft,-7 ft,,"
                     Green rate
                ","(42.016730, -71.339780)",50
https://www.trailforks.com/trails/old-moto-path/,Old Moto Path,King Philip's Rock & Canoe River,230 ft,,3 ft,"
                     Green rate
                ","(42.061240, -71.196390)",5
https://www.trailforks.com/trails/old-moto-x-trail/,Old Moto X Trail,Freetown-Fall River SF / SEMASS Bioreserve Trails,"1,974 ft",-5 ft,132 ft,"
                     Blue rate
                ","(41.765570, -71.087630)",10
https://www.trailforks.com/trails/old-moto-x-trail-al5/,Old Moto X Trail - AL5,Freetown-Fall River SF / SEMASS Bioreserve Trails,"3,727 ft",-15 ft,136 ft,"
                     Green rate
                ","(41.767720, -71.087940)",10
https://www.trailforks.com/trails/old-neck-lane/,Old Neck Lane,Old Jail Lane,"3,330 ft",-89 ft,93 ft,"
                     Green rate
                ","(41.694740, -70.329760)",55
https://www.trailforks.com/trails/old-no-name/,Old No Name,Ravenswood Park Area,"4,032 ft",-68 ft,54 ft,"
                     Black Diamond rate
                ","(42.594240, -70.713280)",40
https://www.trailforks.com/trails/old-overlook-trail/,Old Overlook Trail,Lynn Woods,"4,210 ft",-170 ft,47 ft,"
                     Blue rate
                ","(42.498360, -70.998490)",85
https://www.trailforks.com/trails/old-pine-nook-rd/,Old Pine Nook rd,Deerfield Ridge Trail Network,3 miles,-250 ft,354 ft,"
                     Blue rate
                ","(42.497240, -72.586990)",90
https://www.trailforks.com/trails/old-pine-trail-150247/,Old Pine Trail,Marlborough-Sudbury State Forest,"2,748 ft",-27 ft,14 ft,"
                     Blue rate
                ","(42.376300, -71.455710)",85
https://www.trailforks.com/trails/old-post-rd/,Old Post Rd,Moose Hill & Town Conservation Areas - Sharon,636 ft,-22 ft,,"
                     Green rate
                ","(42.112080, -71.227330)",5
https://www.trailforks.com/trails/old-post-road-415486/,Old Post Road,Barnstable,"3,520 ft",-4 ft,49 ft,"
                     Green rate
                ","(41.626360, -70.431330)",5
