title_URL,title,ridingarea,distance,descent,climb,DifficultyRating,Coordinates,Local_Popularity
https://www.trailforks.com/trails/tunnel-188665/,Tunnel,Manuel F. Correllus State Forest,2 miles,-12 ft,28 ft,"
                     Green rate
                ","(41.388780, -70.576440)",65
https://www.trailforks.com/trails/tunnel-to-bishops-hwy/,Tunnel to Bishops Hwy,Kingston State Forest,"4,879 ft",-66 ft,96 ft,"
                     Blue rate
                ","(41.961760, -70.740690)",70
https://www.trailforks.com/trails/tunnel-to-raboth-rd/,Tunnel to Raboth Rd,Kingston State Forest,"4,042 ft",-27 ft,45 ft,"
                     Blue rate
                ","(41.962970, -70.740790)",95
https://www.trailforks.com/trails/tupelo-link/,Tupelo Link,F. Gilbert Hills State Forest,633 ft,-26 ft,,"
                     Black Diamond rate
                ","(42.051510, -71.268520)",95
https://www.trailforks.com/trails/turbine-tour/,Turbine Tour,Collins Woodlot / Kettle Holes,"4,469 ft",-69 ft,131 ft,"
                     Green rate
                ","(41.602690, -70.620330)",50
https://www.trailforks.com/trails/turbine-traverse/,Turbine Traverse,Otis - Crane WMA,620 ft,,,,"(41.657460, -70.592100)",80
https://www.trailforks.com/trails/turkey-hill-303140/,Turkey Hill,Weston Forest & Trails,1 mile,-45 ft,64 ft,"
                     Blue rate
                ","(42.336690, -71.339830)",15
https://www.trailforks.com/trails/turkey-hill-field/,Turkey Hill Field,Wompatuck State Park,"2,990 ft",-50 ft,50 ft,"
                     Green rate
                ","(42.240260, -70.852680)",10
https://www.trailforks.com/trails/turkey-hill-field-connector/,Turkey Hill Field Connector,Wompatuck State Park,424 ft,,47 ft,"
                     Green rate
                ","(42.241010, -70.850550)",5
https://www.trailforks.com/trails/turkey-hill-fields-trail/,Turkey Hill Fields Trail,Wompatuck State Park,289 ft,-6 ft,2 ft,"
                     Green rate
                ","(42.240260, -70.852680)",35
https://www.trailforks.com/trails/turkey-hill-to-35/,Turkey Hill To 35,Wompatuck State Park,"1,564 ft",-26 ft,25 ft,"
                     Blue rate
                ","(42.236290, -70.859610)",30
https://www.trailforks.com/trails/turkey-run-407834/,Turkey Run,Great Brook Farm State Park,"1,365 ft",,13 ft,"
                     Green rate
                ","(42.560860, -71.345540)",15
https://www.trailforks.com/trails/turkey-trails-286841/,Turkey Trails,Landlocked Forest,"1,568 ft",-31 ft,80 ft,"
                     Blue rate
                ","(42.430830, -71.172230)",5
https://www.trailforks.com/trails/turn/,Turn,Great Meadow Conservation Area,52 ft,,,"
                     Green rate
                ","(42.211410, -71.654300)",5
https://www.trailforks.com/trails/turnedup-turnaround/,Turned-up Turnaround,King Philip's Rock & Canoe River,"1,880 ft",-22 ft,13 ft,"
                     Blue rate
                ","(42.054760, -71.178950)",35
https://www.trailforks.com/trails/turner-connector/,Turner Connector,Pittsfield,289 ft,,6 ft,"
                     Green rate
                ","(42.490360, -73.303920)",90
https://www.trailforks.com/trails/turner-pond-trail-1/,Turner Pond Trail 1,Lunenburg,"2,511 ft",-30 ft,11 ft,"
                     Blue rate
                ","(42.532100, -71.690030)",5
