title_URL,title,ridingarea,distance,descent,climb,DifficultyRating,Coordinates,Local_Popularity
https://www.trailforks.com/trails/college-forest-loop/,College Forest Loop,Weston College Land,"2,128 ft",-21 ft,24 ft,"
                     Blue rate
                ","(42.384150, -71.312340)",95
https://www.trailforks.com/trails/college-g/,College G,Weston College Land,"1,234 ft",,36 ft,"
                     Blue rate
                ","(42.388610, -71.319630)",60
https://www.trailforks.com/trails/college-h/,College H,Weston College Land,859 ft,-13 ft,9 ft,"
                     Green rate
                ","(42.379350, -71.313910)",30
https://www.trailforks.com/trails/college-l/,College L,Weston College Land,390 ft,-6 ft,,"
                     Green rate
                ","(42.382710, -71.309090)",20
https://www.trailforks.com/trails/college-pond-1/,College Pond 1,Danvers,"1,125 ft",-57 ft,14 ft,"
                     Green rate
                ","(42.579920, -70.952690)",5
https://www.trailforks.com/trails/college-pond-2/,College Pond 2,Danvers,322 ft,,,"
                     Green rate
                ","(42.578780, -70.953020)",5
https://www.trailforks.com/trails/college-pond-boardwalk/,College Pond Boardwalk,Danvers,157 ft,-4 ft,,"
                     White rate
                ","(42.578340, -70.953160)",5
https://www.trailforks.com/trails/college-pond-loop/,College Pond Loop,Weston College Land,"3,834 ft",-46 ft,55 ft,"
                     Green rate
                ","(42.384080, -71.313970)",95
https://www.trailforks.com/trails/college-rock/,College Rock,Vietnam Trail Network,506 ft,-27 ft,24 ft,"
                     Green rate
                ","(42.384080, -71.313970)",95
https://www.trailforks.com/trails/college-rock-run/,College Rock Run,Vietnam Trail Network,"2,633 ft",-110 ft,28 ft,"
                     Green rate
                ","(42.195290, -71.499680)",70
https://www.trailforks.com/trails/college-street-pond-trail/,College Street - Pond Trail,Amherst College Trails,"1,513 ft",-7 ft,12 ft,"
                     Green rate
                ","(42.372970, -72.504850)",5
https://www.trailforks.com/trails/collins-loop/,Collins Loop,Collins Woodlot / Kettle Holes,"1,434 ft",-2 ft,13 ft,,"(41.596930, -70.624240)",55
https://www.trailforks.com/trails/colonel-forbin-s-ascent/,Colonel Forbin's Ascent,Wollomonopoag Conservation Area,"3,802 ft",-81 ft,33 ft,"
                     Blue rate
                ","(42.062200, -71.358420)",5
https://www.trailforks.com/trails/colonial-gardens-trail/,Colonial Gardens Trail,The Boulders,"1,377 ft",-43 ft,,,,5
https://www.trailforks.com/trails/colonial-way/,Colonial Way,Weston Forest & Trails,"3,035 ft",-77 ft,,"
                     Blue rate
                ","(42.346450, -71.305680)",75
https://www.trailforks.com/trails/come-along/,Come Along,Great Meadow Conservation Area,"1,684 ft",,10 ft,"
                     Green rate
                ","(42.208190, -71.660770)",5
https://www.trailforks.com/trails/comey-s-pond/,Comey's pond,City Mills,"1,119 ft",,40 ft,"
                     Blue rate
                ","(42.107710, -71.364090)",5
https://www.trailforks.com/trails/common-road-266198/,Common Road,Dogtown,2 miles,-30 ft,105 ft,"
                     Green rate
                ","(42.643020, -70.662210)",95
https://www.trailforks.com/trails/commonwealth-singletrack/,Commonwealth Singletrack,Wrentham State Forest & Conservation Lands,"2,628 ft",-14 ft,30 ft,"
                     Blue rate
                ","(42.046580, -71.343250)",75
https://www.trailforks.com/trails/community-connector/,Community Connector,Great Brook Farm State Park,717 ft,-9 ft,,"
                     Blue rate
                ","(42.555990, -71.331650)",45
https://www.trailforks.com/trails/community-trail/,Community Trail,Great Brook Farm State Park,"1,192 ft",-21 ft,15 ft,"
                     Green rate
                ","(42.541330, -71.338240)",80
https://www.trailforks.com/trails/company/,Company,Wrentham State Forest & Conservation Lands,778 ft,-17 ft,26 ft,"
                     Black Diamond rate
                ","(42.041390, -71.339710)",55
https://www.trailforks.com/trails/complete-the-loop/,Complete the Loop,Weston Forest & Trails,876 ft,,22 ft,"
                     Green rate
                ","(42.345500, -71.293950)",35
https://www.trailforks.com/trails/concord-road-access/,Concord Road Access,Ogilvie Town Forest,916 ft,-7 ft,36 ft,"
                     Green rate
                ","(42.389210, -71.322240)",100
https://www.trailforks.com/trails/condo-access-381642/,Condo Access,Holliston,974 ft,-16 ft,,"
                     Green rate
                ","(42.207330, -71.432990)",5
https://www.trailforks.com/trails/condo-connection/,Condo Connection,Medway,528 ft,,6 ft,"
                     Green rate
                ","(42.164140, -71.428870)",45
https://www.trailforks.com/trails/condo-trail/,Condo Trail,Earl's Trails,1 mile,-301 ft,42 ft,"
                    Bunker Road                ","(42.306480, -72.533320)",90
https://www.trailforks.com/trails/conglomerate-rock/,Conglomerate Rock RedBlaze,Hadley,"2,959 ft",-17 ft,348 ft,"
                    RedBlaze                ","(42.308910, -72.586510)",5
https://www.trailforks.com/trails/connecter-trail/,Connecter Trail,Otis - Crane WMA,"1,000 ft",-4 ft,27 ft,,"(41.662070, -70.595850)",90
https://www.trailforks.com/trails/connecting-down/,Connecting Down,Discovery Hill Conservation Land,"2,936 ft",-73 ft,43 ft,"
                     Black Diamond rate
                ","(41.731230, -70.469320)",40
https://www.trailforks.com/trails/connector-81842/,Connector,Willowdale State Forest,418 ft,,7 ft,"
                     Green rate
                ","(42.680020, -70.914250)",85
https://www.trailforks.com/trails/connector-81873/,Connector,Willowdale State Forest,328 ft,-27 ft,,"
                     Green rate
                ","(42.677800, -70.895980)",75
https://www.trailforks.com/trails/connector-98193/,Connector,Harvard Trail Network,463 ft,,20 ft,"
                     Green rate
                ","(42.537890, -71.560710)",45
https://www.trailforks.com/trails/connector-99725/,Connector,Mount Pisgah,631 ft,-36 ft,8 ft,"
                     Blue rate
                ","(42.366880, -71.655840)",90
https://www.trailforks.com/trails/connector-123433/,Connector,Milford,491 ft,-11 ft,19 ft,,,5
https://www.trailforks.com/trails/connector-126761/,Connector,Upton State Forest,278 ft,-13 ft,,,"(42.192980, -71.602020)",40
https://www.trailforks.com/trails/connector-131840/,Connector,Willowdale State Forest,447 ft,-2 ft,27 ft,"
                     Green rate
                ","(42.661300, -70.904630)",100
https://www.trailforks.com/trails/connector-131846/,Connector,Willow Street,223 ft,-8 ft,5 ft,"
                     Blue rate
                ","(41.686450, -70.275560)",50
https://www.trailforks.com/trails/connector-131852/,Connector,Camp Greenough,"1,255 ft",-8 ft,24 ft,"
                     Green rate
                ","(41.687140, -70.250370)",90
https://www.trailforks.com/trails/connector-138940/,Connector,Greylock Glen Multi-Use Trail System,184 ft,-7 ft,4 ft,"
                     Green rate
                ","(42.630150, -73.145100)",80
https://www.trailforks.com/trails/connector-143651/,Connector,Georgetown-Rowley State Forest,185 ft,,5 ft,"
                     Green rate
                ","(42.711540, -70.982350)",50
https://www.trailforks.com/trails/connector-143652/,Connector,Georgetown-Rowley State Forest,724 ft,-19 ft,17 ft,"
                     Green rate
                ","(42.703470, -70.967940)",75
https://www.trailforks.com/trails/connector-143661/,Connector,Georgetown-Rowley State Forest,771 ft,-47 ft,27 ft,"
                     Blue rate
                ","(42.690290, -70.960000)",75
https://www.trailforks.com/trails/connector-143667/,Connector,Georgetown-Rowley State Forest,"1,185 ft",-31 ft,28 ft,"
                     Green rate
                ","(42.678100, -70.939460)",40
https://www.trailforks.com/trails/connector-143680/,Connector,Bradley Palmer State Park,318 ft,,5 ft,"
                     Green rate
                ","(42.650410, -70.894190)",50
https://www.trailforks.com/trails/connector-143684/,Connector,Bradley Palmer State Park,885 ft,-24 ft,6 ft,"
                     Green rate
                ","(42.648510, -70.895480)",20
https://www.trailforks.com/trails/connector-143700/,Connector,Cleaveland Farm State Forest,468 ft,-9 ft,2 ft,"
                     Green rate
                ","(42.682540, -70.963280)",100
https://www.trailforks.com/trails/connector-143713/,Connector,Crane Pond Wildlife Management Area,764 ft,-9 ft,17 ft,"
                     Green rate
                ","(42.761560, -70.969130)",60
https://www.trailforks.com/trails/connector-143714/,Connector,Crane Pond Wildlife Management Area,351 ft,,16 ft,"
                     Green rate
                ","(42.763900, -70.988530)",30
https://www.trailforks.com/trails/connector-150258/,Connector,Marlborough-Sudbury State Forest,105 ft,,,"
                     Green rate
                ","(42.401130, -71.482060)",35
https://www.trailforks.com/trails/connector-154162/,Connector,Kenneth Dubuque State Forest,473 ft,-20 ft,20 ft,"
                     Blue rate
                ","(42.545280, -72.902540)",40
https://www.trailforks.com/trails/connector-160190/,Connector,Pine Hills,"2,570 ft",-8 ft,75 ft,"
                     Green rate
                ","(41.941410, -70.592410)",70
https://www.trailforks.com/trails/connector-167344/,Connector,Wompatuck State Park,527 ft,-8 ft,11 ft,"
                     Green rate
                ","(42.210270, -70.859900)",95
https://www.trailforks.com/trails/connector-167350/,Connector,Wompatuck State Park,315 ft,,15 ft,"
                     Blue rate
                ","(42.208390, -70.859670)",55
https://www.trailforks.com/trails/connector-167346/,Connector,Wompatuck State Park,379 ft,,5 ft,"
                     Blue rate
                ","(42.209170, -70.859490)",60
https://www.trailforks.com/trails/connector-167347/,Connector,Wompatuck State Park,93 ft,,11 ft,"
                     Green rate
                ","(42.207880, -70.857080)",45
https://www.trailforks.com/trails/connector-167351/,Connector,Wompatuck State Park,167 ft,-16 ft,,"
                     Blue rate
                ","(42.208050, -70.859640)",50
https://www.trailforks.com/trails/connector-167653/,Connector,Wompatuck State Park,325 ft,-3 ft,2 ft,"
                     Blue rate
                ","(42.206370, -70.861010)",65
https://www.trailforks.com/trails/connector-167658/,Connector,Wompatuck State Park,159 ft,,13 ft,"
                     Blue rate
                ","(42.206370, -70.861010)",65
https://www.trailforks.com/trails/connector-167659/,Connector,Wompatuck State Park,255 ft,-4 ft,5 ft,"
                     Black Diamond rate
                ","(42.206680, -70.857980)",50
https://www.trailforks.com/trails/connector-167665/,Connector,Wompatuck State Park,142 ft,,6 ft,"
                     Green rate
                ","(42.207100, -70.856460)",40
https://www.trailforks.com/trails/connector-167559/,Connector,Wompatuck State Park,630 ft,-26 ft,,"
                     Black Diamond rate
                ","(42.204460, -70.856350)",85
https://www.trailforks.com/trails/connector-167667/,Connector,Wompatuck State Park,620 ft,-9 ft,16 ft,"
                     Black Diamond rate
                ","(42.206240, -70.857280)",85
https://www.trailforks.com/trails/connector-167668/,Connector,Wompatuck State Park,154 ft,-10 ft,,"
                     Black Diamond rate
                ","(42.206120, -70.857650)",40
https://www.trailforks.com/trails/connector-167669/,Connector,Wompatuck State Park,352 ft,-7 ft,14 ft,"
                     Blue rate
                ","(42.205340, -70.862150)",40
https://www.trailforks.com/trails/connector-167674/,Connector,Wompatuck State Park,404 ft,,2 ft,"
                     Blue rate
                ","(42.192580, -70.850160)",85
https://www.trailforks.com/trails/connector-167677/,Connector,Wompatuck State Park,240 ft,,13 ft,"
                     Blue rate
                ","(42.194130, -70.845440)",30
https://www.trailforks.com/trails/connector-167697/,Connector,Wompatuck State Park,75 ft,,,"
                     Black Diamond rate
                ","(42.185100, -70.842020)",40
https://www.trailforks.com/trails/connector-167698/,Connector,Wompatuck State Park,197 ft,-7 ft,,"
                     Black Diamond rate
                ","(42.188500, -70.843120)",55
https://www.trailforks.com/trails/connector-165708/,Connector,Wompatuck State Park,357 ft,-10 ft,,"
                     Black Diamond rate
                ","(42.190450, -70.844170)",65
https://www.trailforks.com/trails/connector-167700/,Connector,Wompatuck State Park,126 ft,-8 ft,,"
                     Green rate
                ","(42.193830, -70.843790)",35
https://www.trailforks.com/trails/connector-167701/,Connector,Wompatuck State Park,393 ft,-5 ft,8 ft,"
                     Green rate
                ","(42.194520, -70.839630)",25
https://www.trailforks.com/trails/connector-167872/,Connector,F. Gilbert Hills State Forest,193 ft,,10 ft,"
                     Blue rate
                ","(42.045360, -71.268360)",40
https://www.trailforks.com/trails/connector-167874/,Connector,F. Gilbert Hills State Forest,748 ft,-11 ft,49 ft,"
                     Black Diamond rate
                ","(42.050510, -71.284750)",80
https://www.trailforks.com/trails/connector-167878/,Connector,F. Gilbert Hills State Forest,161 ft,-10 ft,,"
                     Blue rate
                ","(42.061510, -71.286130)",70
https://www.trailforks.com/trails/connector-167880/,Connector,F. Gilbert Hills State Forest,131 ft,-4 ft,,"
                     Blue rate
                ","(42.064450, -71.288770)",60
https://www.trailforks.com/trails/connector-167881/,Connector,F. Gilbert Hills State Forest,249 ft,-2 ft,,"
                     Blue rate
                ","(42.052760, -71.287310)",45
https://www.trailforks.com/trails/connector-167884/,Connector,F. Gilbert Hills State Forest,201 ft,-3 ft,,"
                     Green rate
                ","(42.050860, -71.260700)",50
https://www.trailforks.com/trails/connector-167747/,Connector,Wompatuck State Park,377 ft,-23 ft,22 ft,"
                     Black Diamond rate
                ","(42.210000, -70.832360)",35
https://www.trailforks.com/trails/connector-168883/,Connector,Wompatuck State Park,453 ft,-11 ft,20 ft,"
                     Green rate
                ","(42.204270, -70.834710)",25
https://www.trailforks.com/trails/connector-165710/,Connector,Wompatuck State Park,910 ft,-25 ft,18 ft,"
                     Green rate
                ","(42.204780, -70.836950)",25
https://www.trailforks.com/trails/connector-170420/,Connector,Harold Parker State Forest,159 ft,-11 ft,,"
                     Black Diamond rate
                ","(42.632680, -71.081400)",65
https://www.trailforks.com/trails/connector-170937/,Connector,Middlesex Fells Reservation,187 ft,-14 ft,,"
                     Blue rate
                ","(42.437390, -71.112760)",75
https://www.trailforks.com/trails/connector-170948/,Connector,Middlesex Fells Reservation,96 ft,,8 ft,"
                     Blue rate
                ","(42.433450, -71.110910)",60
https://www.trailforks.com/trails/connector-170996/,Connector,Middlesex Fells Reservation,98 ft,,,"
                     Blue rate
                ","(42.439200, -71.123270)",50
https://www.trailforks.com/trails/connector-172689/,Connector,Landlocked Forest,556 ft,,13 ft,"
                     Green rate
                ","(42.485130, -71.227620)",80
https://www.trailforks.com/trails/connector-132920/,Connector,Tantasqua Jr. High,"1,384 ft",-12 ft,26 ft,,,
https://www.trailforks.com/trails/connector-178434/,Connector,Weston College Land,625 ft,-28 ft,,"
                     Green rate
                ","(42.380190, -71.319910)",100
https://www.trailforks.com/trails/connector-178442/,Connector,Weston College Land,70 ft,-5 ft,,"
                     Green rate
                ","(42.384700, -71.310730)",30
https://www.trailforks.com/trails/connector-178443/,Connector,Ogilvie Town Forest,332 ft,-6 ft,10 ft,"
                     Green rate
                ","(42.389090, -71.343730)",20
https://www.trailforks.com/trails/connector-99079/,Connector,Oak Hill Conservation Area,72 ft,-9 ft,,"
                     Green rate
                ","(42.537110, -71.526530)",40
https://www.trailforks.com/trails/connector-182244/,Connector,Earl's Trails,100 ft,-6 ft,,"
                     Green rate
                ","(42.308200, -72.540940)",85
https://www.trailforks.com/trails/connector-186979/,Connector,Peterson Farm,166 ft,,,"
                     Green rate
                ","(41.553140, -70.636900)",25
https://www.trailforks.com/trails/connector-187055/,Connector,Higgins Crowell,107 ft,,3 ft,"
                     Green rate
                ","(41.670040, -70.232500)",70
https://www.trailforks.com/trails/connector-188155/,Connector,Hale,301 ft,-9 ft,,"
                     Green rate
                ","(42.238430, -71.232380)",15
https://www.trailforks.com/trails/connector-236397/,Connector,Falmouth,364 ft,-14 ft,,"
                     Green rate
                ","(41.618340, -70.596220)",5
https://www.trailforks.com/trails/connector-236407/,Connector,Falmouth,794 ft,,26 ft,"
                     Green rate
                ","(41.616370, -70.596130)",50
https://www.trailforks.com/trails/connector-240227/,Connector,Falmouth,223 ft,-9 ft,,"
                     Blue rate
                ","(41.620230, -70.593320)",5
https://www.trailforks.com/trails/connector-244960/,Connector,Nobscot Hill,850 ft,,21 ft,"
                     Green rate
                ","(42.348120, -71.462700)",30
https://www.trailforks.com/trails/connector-246918/,Connector,Collins Woodlot / Kettle Holes,226 ft,,18 ft,"
                     Green rate
                ","(41.597160, -70.627180)",65
https://www.trailforks.com/trails/connector-268299/,Connector,Lynn Woods,325 ft,,5 ft,"
                     Blue rate
                ","(42.504710, -71.002400)",60
https://www.trailforks.com/trails/connector-268300/,Connector,Lynn Woods,594 ft,,23 ft,"
                     Blue rate
                ","(42.498680, -70.998140)",95
https://www.trailforks.com/trails/connector-268307/,Connector,Lynn Woods,397 ft,,8 ft,"
                     Blue rate
                ","(42.501730, -71.006720)",65
https://www.trailforks.com/trails/connector-269475/,Connector,Georgetown-Rowley State Forest,341 ft,-5 ft,,"
                     Blue rate
                ","(42.697200, -70.975510)",65
https://www.trailforks.com/trails/connector-269501/,Connector,Boxford,512 ft,,,"
                     Green rate
                ","(42.676950, -70.951840)",100
https://www.trailforks.com/trails/connector-269583/,Connector,Lynn Woods,404 ft,,20 ft,"
                     Blue rate
                ","(42.507070, -71.000790)",85
https://www.trailforks.com/trails/connector-269584/,Connector,Lynn Woods,203 ft,,,"
                     Blue rate
                ","(42.506280, -71.000660)",55
https://www.trailforks.com/trails/connector-269585/,Connector,Lynn Woods,243 ft,,14 ft,"
                     Blue rate
                ","(42.506730, -71.004400)",55
https://www.trailforks.com/trails/connector-272728/,Connector,Marblehead,69 ft,,,"
                     Green rate
                ","(42.515610, -70.849400)",30
https://www.trailforks.com/trails/connector-281256/,connector,Facing Rock Wildlife Management Area,367 ft,,,"
                     Green rate
                ","(42.217880, -72.468350)",55
https://www.trailforks.com/trails/connector-285700/,Connector,Boxford State Forest,1 mile,-6 ft,21 ft,"
                     Green rate
                ","(42.652450, -71.020180)",5
https://www.trailforks.com/trails/connector-286799/,Connector,Lord-Ericson Woods,610 ft,-10 ft,,"
                     Green rate
                ","(42.669580, -71.034210)",40
https://www.trailforks.com/trails/connector-296037/,Connector,Mock Moraine Conservation Area,92 ft,,,"
                     Green rate
                ","(41.603280, -70.627490)",5
https://www.trailforks.com/trails/connector-298398/,CONNECTOR,Marshfield,325 ft,,14 ft,"
                     Green rate
                ","(42.124250, -70.723910)",65
