title_URL,title,ridingarea,distance,descent,climb,DifficultyRating,Coordinates,Local_Popularity
https://www.trailforks.com/trails/shepley-trail/,Shepley Trail,Old Jail Lane,"2,687 ft",-37 ft,8 ft,"
                     Green rate
                ","(41.686120, -70.297930)",75
https://www.trailforks.com/trails/sherri-s-berries-trail/,Sherri's Berries Trail,Shawme-Crowell State Forest,"1,177 ft",-64 ft,28 ft,"
                     Blue rate
                ","(41.751100, -70.512700)",45
https://www.trailforks.com/trails/sherwood-lane-connector/,Sherwood Lane Connector,Discovery Hill Conservation Land,945 ft,-9 ft,,"
                     Green rate
                ","(41.717840, -70.473790)",35
https://www.trailforks.com/trails/shields-connector/,Shields Connector,Santuit Pond,896 ft,-6 ft,,"
                     Green rate
                ","(41.647860, -70.457180)",5
https://www.trailforks.com/trails/shift-lever/,Shift lever,Gordon College,"4,715 ft",-126 ft,127 ft,"
                     Black Diamond rate
                ","(42.588950, -70.806910)",100
https://www.trailforks.com/trails/shipley-shortcut/,Shipley Shortcut,Sawmill Hills,"1,108 ft",-105 ft,10 ft,"
                     Blue rate
                ","(42.328990, -72.691300)",45
https://www.trailforks.com/trails/shire-link/,Shire Link,Lind Farm,302 ft,,2 ft,"
                     Green rate
                ","(42.090540, -71.309190)",40
https://www.trailforks.com/trails/shirley-s-trail-132979/,Shirley's Trail,Mendon Town Forest,"1,675 ft",-1 ft,82 ft,"
                     Green rate
                ","(42.064710, -71.568570)",100
https://www.trailforks.com/trails/shockwave/,Shockwave,Bear Hole,"1,736 ft",,75 ft,"
                     Green rate
                ","(42.157890, -72.672210)",45
https://www.trailforks.com/trails/shooting-range-trail/,Shooting Range Trail,West Barnstable Conservation Area,"2,771 ft",-77 ft,100 ft,,"(41.704490, -70.410270)",50
https://www.trailforks.com/trails/shore-route/,Shore Route,South Woods,,,,,"(42.635510, -70.631350)",5
https://www.trailforks.com/trails/shore-trail-98209/,Shore Trail,Winnekenni Park Conservation Area,"4,088 ft",-141 ft,115 ft,"
                     Blue rate
                ","(42.783110, -71.047420)",90
https://www.trailforks.com/trails/shore-trail-188458/,Shore Trail,Baldpate Pond,"3,701 ft",-63 ft,61 ft,"
                     Blue rate
                ","(42.698150, -71.007620)",50
https://www.trailforks.com/trails/shoreline-trail-201005/,Shoreline Trail,Lockwood Forest,"3,879 ft",-93 ft,61 ft,"
                     Blue rate
                ","(42.647870, -70.997530)",90
https://www.trailforks.com/trails/short--steep/,Short & Steep,Lockwood Forest,128 ft,,,"
                     Blue rate
                ","(42.643150, -70.989300)",70
https://www.trailforks.com/trails/short-addition/,Short Addition,Dennis,358 ft,-6 ft,,"
                     White rate
                ","(41.696960, -70.147430)",60
https://www.trailforks.com/trails/short-alternate/,Short Alternate,Harwich,512 ft,,,"
                     Blue rate
                ","(41.696840, -70.108440)",25
https://www.trailforks.com/trails/short-conector/,Short Conector,Pratt Farm,604 ft,,,"
                     Green rate
                ","(41.895600, -70.893250)",40
https://www.trailforks.com/trails/short-connector-325097/,Short Connector,Bourne,341 ft,,,"
                     Blue rate
                ","(41.704580, -70.615490)",5
https://www.trailforks.com/trails/short-connector-332140/,Short Connector,Dennis,650 ft,,,"
                     Blue rate
                ","(41.689980, -70.119140)",95
https://www.trailforks.com/trails/short-connector-1/,Short Connector 1,pembroke,919 ft,,6 ft,"
                     Blue rate
                ","(42.043990, -70.762980)",85
https://www.trailforks.com/trails/short-connector-2/,Short Connector 2,Dennis,636 ft,,4 ft,"
                     Blue rate
                ","(41.691980, -70.111410)",5
https://www.trailforks.com/trails/short-connector-trail-324640/,Short Connector Trail,Holbrook & Braintree Town Forests,594 ft,-14 ft,,"
                     Blue rate
                ","(42.172260, -70.988220)",100
https://www.trailforks.com/trails/short-crosscut/,Short Crosscut,Great Brook Farm State Park,495 ft,,25 ft,"
                     Green rate
                ","(42.560100, -71.335910)",65
https://www.trailforks.com/trails/short-cut-190887/,Short Cut,Boxford,294 ft,,3 ft,"
                     Green rate
                ","(42.684990, -70.985180)",70
https://www.trailforks.com/trails/short-cut-219861/,Short Cut,Rattlesnake Hill,,,,,,5
https://www.trailforks.com/trails/short-cut-127028/,Short Cut,Whitehall Conservation Area,"2,622 ft",-49 ft,51 ft,"
                     Green rate
                ","(42.240830, -71.570880)",60
https://www.trailforks.com/trails/short-cut-285669/,Short Cut,Perkins Woods,98 ft,,,"
                     Green rate
                ","(42.673880, -70.965310)",5
https://www.trailforks.com/trails/short-cut-316275/,Short Cut,West Barnstable Conservation Area,436 ft,,,"
                     Green rate
                ","(41.695800, -70.408270)",50
https://www.trailforks.com/trails/short-powerline-connector-trail/,Short Powerline Connector Trail,Holbrook & Braintree Town Forests,673 ft,-16 ft,,"
                     Green rate
                ","(42.175500, -70.989630)",55
https://www.trailforks.com/trails/short-track-156237/,Short Track,Adams Farm,"3,740 ft",-35 ft,23 ft,"
                     Green rate
                ","(42.185740, -71.260940)",85
https://www.trailforks.com/trails/short-trail/,Short Trail,Pittsfield State Forest,10 miles,-426 ft,,"
                     Black Diamond rate
                ","(42.525630, -73.299890)",5
https://www.trailforks.com/trails/short-trail-299139/,Short Trail,Francis William Bird Park,233 ft,,,"
                     Green rate
                ","(42.156400, -71.219110)",5
https://www.trailforks.com/trails/shortcut-101998/,Shortcut,Georgetown-Rowley State Forest,"2,092 ft",-37 ft,62 ft,"
                     Blue rate
                ","(42.697830, -70.979210)",95
https://www.trailforks.com/trails/shortcut-168211/,Shortcut,Harvard Trail Network,346 ft,,14 ft,"
                     Green rate
                ","(42.459120, -71.616180)",75
https://www.trailforks.com/trails/shortcut-202390/,Shortcut,Anderson-Crosier Wood & Prescott Sanctuary,172 ft,,29 ft,"
                     Blue rate
                ","(42.202000, -71.671350)",5
https://www.trailforks.com/trails/shortcut-225899/,Shortcut,Ames Nowell State Park,259 ft,,,"
                     Blue rate
                ","(42.120580, -70.993250)",45
https://www.trailforks.com/trails/shortcut-230626/,Shortcut,Douglas State Forest,709 ft,,5 ft,"
                     Green rate
                ","(42.056190, -71.804740)",65
https://www.trailforks.com/trails/shortcut-235473/,Shortcut,Carolina Hills,627 ft,,,"
                     Green rate
                ","(42.123800, -70.726050)",35
https://www.trailforks.com/trails/shortcut-202891/,Shortcut,Webber Conservation Restriction,61 ft,,,"
                     Green rate
                ","(42.236000, -71.699640)",60
https://www.trailforks.com/trails/shortcut-181163/,Shortcut,Douglas State Forest,563 ft,,8 ft,"
                     Black Diamond rate
                ","(42.056190, -71.804740)",80
https://www.trailforks.com/trails/shortcut-betty-s-neck/,Shortcut Betty's Neck,New Bedford Waterworks/ Assawompset pond complex,262 ft,,,"
                     Green rate
                ","(41.827060, -70.903770)",5
https://www.trailforks.com/trails/shortcut-to-green-trail/,Shortcut to Green Trail,Cameron Woods,318 ft,-10 ft,12 ft,"
                     Blue rate
                ","(42.228020, -71.559810)",35
https://www.trailforks.com/trails/shortcut-trail-126588/,Shortcut Trail,Nobscot Hill,"1,488 ft",-44 ft,45 ft,"
                     Blue rate
                ","(42.349790, -71.460170)",35
https://www.trailforks.com/trails/shorth-loop/,Shorth Loop,Trout Brook Recreation Area,"1,679 ft",-100 ft,104 ft,"
                     Green rate
                ","(42.387090, -71.838540)",20
https://www.trailforks.com/trails/shorthcut/,Shorthcut,Blue Hills Reservation,"1,014 ft",-37 ft,2 ft,"
                     Blue rate
                ","(42.209610, -71.092430)",65
