length,difficulty,longitude,latitude,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
1.7,INTERMEDIATE/DIFFICULT,34.88906,-111.828323,https://www.mtbproject.com/trail/4942860/anaconda-trail,West Sedona,0.494240837696335,3.1,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,151.0,301.0,5.0,12.0,4697.0,4399.0,Unknown,Unknown
2.0,INTERMEDIATE,35.209919,-111.680811,https://www.mtbproject.com/trail/965646/observatory-mesa-trail-loop-trail-bob-sizer-segment,Flagstaff,0.49319371727748684,3.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,20.0,305.0,3.0,18.0,7380.0,7091.0,Unknown,Unknown
1.7,INTERMEDIATE,33.382551,-111.423156,https://www.mtbproject.com/trail/7025306/cougar-trail,Apache Junction,0.4921465968586387,3.5,AZ State Land Department,http://www.azland.gov/,,,178.0,27.0,2.0,8.0,2151.0,2000.0,Unknown,Unknown
1.5,EASY/INTERMEDIATE,33.694536,-111.80148200000001,https://www.mtbproject.com/trail/7020343/marcus-landslide-trail,Rio Verde,0.49109947643979046,3.5,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,29.0,286.0,4.0,8.0,2795.0,2522.0,Leashed,Not Allowed
2.8,DIFFICULT,33.492957000000004,-112.552985,https://www.mtbproject.com/trail/7037242/quartz-mine,Citrus Park,0.4900523560209423,3.5,Maricopa County Parks,http://www.maricopa.gov/parks/,,,339.0,549.0,6.0,29.0,1776.0,1345.0,Leashed,Allowed
1.1,EASY,33.694229,-111.778503,https://www.mtbproject.com/trail/5400198/rock-knob-trail,Rio Verde,0.4890052356020942,3.5,,,,,256.0,1.0,5.0,7.0,2681.0,2425.0,Unknown,Allowed
1.2,INTERMEDIATE,34.512592,-112.47708700000001,https://www.mtbproject.com/trail/7012605/apple-blossom-trail-373,Prescott,0.48795811518324594,3.5,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,193.0,71.0,4.0,10.0,5742.0,5552.0,Leashed,Unknown
1.2,INTERMEDIATE,33.822410999999995,-111.97156000000001,https://www.mtbproject.com/trail/7032774/military-trail,Cave Creek,0.4869109947643978,3.5,Maricopa County Parks,http://www.maricopa.gov/parks/,,,205.0,11.0,3.0,12.0,2191.0,1991.0,Unknown,Allowed
1.5,EASY/INTERMEDIATE,35.235867999999996,-111.58140300000001,https://www.mtbproject.com/trail/5409037/christmas-tree,Flagstaff,0.4858638743455497,3.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,253.0,12.0,3.0,8.0,7281.0,7028.0,Unknown,Unknown
4.8,INTERMEDIATE,35.07597,-113.81607,https://www.mtbproject.com/trail/7014869/antelope-wash-ohv-trail-7192,Kingman,0.48481675392670154,3.5,Colorado River Area Trail Alliance,https://www.mtbproject.com/club/4044379/colorado-river-area-trail-alliance,BLM Arizona - Kingman Field Office,http://www.blm.gov/az/st/en/fo/kingman_field_office.html,1267.0,36.0,5.0,19.0,6055.0,4825.0,Unknown,Allowed
1.6,INTERMEDIATE/DIFFICULT,33.501871,-111.63783500000001,https://www.mtbproject.com/trail/7057007/high-ridge,Apache Junction,0.4837696335078533,3.5,Hawes Trail Alliance,https://www.mtbproject.com/club/7000810/hawes-trail-alliance,,,41.0,512.0,6.0,18.0,2634.0,2141.0,Unknown,Unknown
1.0,INTERMEDIATE,32.192326,-111.025346,https://www.mtbproject.com/trail/7056642/portal-trail,Drexel Heights,0.48272251308900516,3.5,Pima County Parks and Recreation,http://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=41889,,,32.0,40.0,1.0,5.0,2536.0,2508.0,Leashed,Unknown
0.7,INTERMEDIATE/DIFFICULT,34.621288,-112.426098,https://www.mtbproject.com/trail/7043189/hole-in-the-wall-trail,Prescott Valley,0.481675392670157,3.5,,,,,166.0,5.0,5.0,10.0,5185.0,5024.0,Leashed,Unknown
3.7,EASY/INTERMEDIATE,34.627201,-111.763177,https://www.mtbproject.com/trail/7044432/ohv-road-09202y,Lake Montezuma,0.4806282722513088,3.5,,,,,262.0,70.0,2.0,5.0,3868.0,3673.0,Unknown,Unknown
5.4,EASY,32.339293,-112.849474,https://www.mtbproject.com/trail/7024698/scenic-loop,Ajo,0.47958115183246064,3.5,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,287.0,179.0,2.0,3.0,2093.0,1807.0,Off-leash,Unknown
1.2,INTERMEDIATE,34.575198,-112.53453400000001,https://www.mtbproject.com/trail/7041139/juniper-gate,Prescott,0.4785340314136125,3.5,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,234.0,10.0,4.0,7.0,5814.0,5591.0,Leashed,Unknown
1.6,INTERMEDIATE/DIFFICULT,32.507865,-111.04153400000001,https://www.mtbproject.com/trail/5505319/loop-trail,Catalina,0.47748691099476426,3.5,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,478.0,100.0,7.0,19.0,4245.0,3857.0,Unknown,Unknown
0.6,INTERMEDIATE,32.23754,-111.145963,https://www.mtbproject.com/trail/7000861/ringtail-trail,Tucson Estates,0.4764397905759161,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,0.0,107.0,3.0,6.0,2795.0,2688.0,Unknown,Unknown
5.5,INTERMEDIATE,32.331202000000005,-112.892072,https://www.mtbproject.com/trail/7025590/valentine-well,Ajo,0.475392670157068,3.5,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,11.0,236.0,1.0,3.0,1936.0,1711.0,Leashed,Unknown
0.3,DIFFICULT,34.883459,-111.79606499999998,https://www.mtbproject.com/trail/7038657/middle-teacup,West Sedona,0.47434554973821985,3.5,,,,,0.0,99.0,6.0,14.0,4768.0,4669.0,Unknown,Unknown
0.7,EASY,32.193877,-111.16638200000001,https://www.mtbproject.com/trail/7000587/creosote-trail,Tucson Estates,0.4732984293193716,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,29.0,0.0,1.0,1.0,2459.0,2430.0,Unknown,Unknown
0.3,EASY/INTERMEDIATE,34.635428000000005,-111.763231,https://www.mtbproject.com/trail/7044431/mallard-trail,Lake Montezuma,0.47225130890052347,3.5,,,,,3.0,43.0,3.0,8.0,3742.0,3700.0,Unknown,Unknown
1.0,INTERMEDIATE,32.339695,-112.908988,https://www.mtbproject.com/trail/7024490/upper-chain-breaker,Ajo,0.47120418848167533,3.5,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,,,43.0,64.0,2.0,5.0,2032.0,1974.0,Leashed,Unknown
0.2,INTERMEDIATE/DIFFICULT,32.350966,-112.897274,https://www.mtbproject.com/trail/7022191/sumpin-specialized,Ajo,0.4701570680628271,3.5,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,95.0,0.0,8.0,12.0,2137.0,2043.0,Leashed,Unknown
0.5,EASY/INTERMEDIATE,32.328576,-112.914593,https://www.mtbproject.com/trail/7057802/lower-chain-breaker-overlook,Ajo,0.46910994764397895,3.5,,,,,52.0,14.0,3.0,5.0,1982.0,1931.0,Unknown,Unknown
2.8,DIFFICULT,35.244665000000005,-111.661308,https://www.mtbproject.com/trail/836687/rocky-ridge,Flagstaff,0.4680628272251308,2.9,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,494.0,101.0,4.0,12.0,7587.0,7191.0,Unknown,Unknown
3.9,VERY DIFFICULT,32.397951,-110.68928600000001,https://www.mtbproject.com/trail/304609/green-mountain,Tanque Verde,0.4670157068062827,2.8,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,431.0,1817.0,11.0,39.0,7333.0,5946.0,Unknown,Unknown
22.9,EASY/INTERMEDIATE,35.957478,-111.95533600000002,https://www.mtbproject.com/trail/7012217/azt-passage-37-grand-canyon-south-rim,Grand Canyon,0.46596858638743444,3.3,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,852.0,1182.0,2.0,12.0,7531.0,6608.0,Unknown,Unknown
3.2,DIFFICULT,32.484446000000005,-111.098047,https://www.mtbproject.com/trail/7046622/wild-mustang-trail,Tortolita,0.4649214659685863,3.3,,,,,699.0,462.0,7.0,20.0,4064.0,3384.0,Unknown,Unknown
2.1,INTERMEDIATE,34.824360999999996,-111.775475,https://www.mtbproject.com/trail/4915743/mystic-trail,Village of Oak Creek (Big Park),0.46387434554973817,2.7,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,126.0,173.0,3.0,8.0,4366.0,4230.0,Unknown,Unknown
1.2,INTERMEDIATE,34.881426,-111.853889,https://www.mtbproject.com/trail/4943218/rupp-trail,West Sedona,0.4628272251308899,3.1,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,62.0,204.0,4.0,10.0,4539.0,4339.0,Unknown,Unknown
1.1,EASY/INTERMEDIATE,33.743215,-112.094108,https://www.mtbproject.com/trail/4903892/desert-tortoise,Anthem,0.4617801047120418,3.1,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,94.0,50.0,3.0,6.0,1769.0,1676.0,Unknown,Unknown
0.6,INTERMEDIATE,34.878898,-111.80044,https://www.mtbproject.com/trail/4968902/andante,West Sedona,0.46073298429319365,3.3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,39.0,46.0,3.0,6.0,4678.0,4642.0,Unknown,Unknown
3.1,INTERMEDIATE,32.806385999999996,-111.702748,https://www.mtbproject.com/trail/7004106/ridge-trail-moderate,Casa Grande,0.4596858638743455,3.3,Casa Grande Parks & Recreation,http://www.casagrandeaz.gov/rec/parks/,,,188.0,427.0,4.0,14.0,1764.0,1477.0,Unknown,Unknown
0.8,INTERMEDIATE,32.266052,-111.09138100000001,https://www.mtbproject.com/trail/7010987/ocotillo-hill,Tucson Estates,0.45863874345549727,3.3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,26.0,54.0,2.0,6.0,2631.0,2580.0,Unknown,Unknown
2.5,INTERMEDIATE/DIFFICULT,32.347459,-112.901747,https://www.mtbproject.com/trail/7022188/mordor,Ajo,0.45759162303664913,3.3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,12.0,190.0,2.0,4.0,2019.0,1842.0,Leashed,Unknown
3.1,INTERMEDIATE,32.354054,-112.92248899999998,https://www.mtbproject.com/trail/7024492/nafta,Ajo,0.456544502617801,3.3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,103.0,149.0,2.0,4.0,1977.0,1843.0,Leashed,Unknown
2.7,INTERMEDIATE,32.34579,-112.894857,https://www.mtbproject.com/trail/7022187/old-faithful,Ajo,0.45549738219895275,3.3,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,109.0,133.0,2.0,4.0,2046.0,1956.0,Leashed,Unknown
3.0,EASY/INTERMEDIATE,33.370315999999995,-112.368651,https://www.mtbproject.com/trail/7002878/coldwater,Goodyear,0.4544502617801046,3.3,Maricopa County Parks,http://www.maricopa.gov/parks/,,,339.0,101.0,3.0,8.0,1321.0,988.0,Unknown,Allowed
5.2,INTERMEDIATE,31.563373,-110.39121599999999,https://www.mtbproject.com/trail/7013549/wren-arena-red-loop-trail,Sierra Vista,0.4534031413612565,2.9,,,,,552.0,554.0,4.0,14.0,5264.0,4922.0,Leashed,Unknown
3.1,DIFFICULT,33.382551,-111.423156,https://www.mtbproject.com/trail/7000860/cougar-trail,Tucson Estates,0.45235602094240834,3.2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,180.0,339.0,3.0,10.0,2913.0,2680.0,Unknown,Unknown
0.6,INTERMEDIATE,32.273047999999996,-111.09454299999999,https://www.mtbproject.com/trail/7010988/the-spine,Tucson Estates,0.4513089005235601,3.2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,8.0,77.0,3.0,6.0,2669.0,2592.0,Unknown,Unknown
0.9,INTERMEDIATE,33.439361,-111.932465,https://www.mtbproject.com/trail/7035149/loma-trail,Tempe Junction,0.45026178010471196,3.3,,,,,82.0,93.0,4.0,10.0,1232.0,1173.0,Unknown,Unknown
2.2,INTERMEDIATE,33.761701,-111.842256,https://www.mtbproject.com/trail/7009194/upper-ranch-trail,Carefree,0.4492146596858638,3.2,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,79.0,127.0,2.0,7.0,2719.0,2664.0,Leashed,Unknown
1.6,DIFFICULT,32.501426,-110.85905,https://www.mtbproject.com/trail/7017455/upper-cherry-tank,Catalina,0.4481675392670156,3.2,,,,,425.0,23.0,5.0,23.0,3928.0,3527.0,Off-leash,Unknown
0.7,INTERMEDIATE,35.204465,-114.09676699999999,https://www.mtbproject.com/trail/7017620/eagle-scout,Kingman,0.44712041884816744,3.3,,,,,17.0,72.0,3.0,5.0,3679.0,3608.0,Unknown,Unknown
0.3,INTERMEDIATE,33.495653999999995,-111.67793600000002,https://www.mtbproject.com/trail/547401/lower-hawes,Fountain Hills,0.4460732984293193,3.3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,2.0,39.0,2.0,4.0,1597.0,1561.0,Unknown,Unknown
1.8,INTERMEDIATE,33.441804,-111.932447,https://www.mtbproject.com/trail/7022405/lizard-trail,Tempe Junction,0.44502617801047106,2.8,City of Tempe - Parks,http://www.tempe.gov/city-hall/community-services/parks,,,147.0,132.0,3.0,8.0,1301.0,1172.0,Unknown,Unknown
0.8,INTERMEDIATE,34.797669,-111.763034,https://www.mtbproject.com/trail/4922995/bell-rock-bypass,Village of Oak Creek (Big Park),0.4439790575916229,2.8,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,113.0,45.0,4.0,8.0,4385.0,4273.0,Unknown,Unknown
2.5,INTERMEDIATE,35.137246000000005,-111.696325,https://www.mtbproject.com/trail/7016896/highland-trail,Kachina Village,0.4429319371727748,3.0,Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,,,161.0,183.0,3.0,11.0,7055.0,6907.0,Unknown,Unknown
0.6,DIFFICULT,34.828011,-111.75801200000001,https://www.mtbproject.com/trail/4915427/chapel-trail,Sedona,0.44188481675392666,3.0,,,,,110.0,98.0,6.0,16.0,4512.0,4426.0,Unknown,Unknown
6.2,DIFFICULT,32.217334,-111.10296100000001,https://www.mtbproject.com/trail/4881641/yetman-trail,Tucson Estates,0.4408376963350784,2.8,,,,,439.0,746.0,4.0,11.0,3133.0,2697.0,Unknown,Unknown
6.7,EASY/INTERMEDIATE,33.323625,-112.392537,https://www.mtbproject.com/trail/7002879/gadsden,Goodyear,0.4397905759162303,3.0,Maricopa County Parks,http://www.maricopa.gov/parks/,,,331.0,373.0,2.0,10.0,1255.0,1051.0,Unknown,Allowed
1.5,INTERMEDIATE,33.64615,-111.84026200000001,https://www.mtbproject.com/trail/7020338/paradise-trail,Scottsdale,0.43874345549738214,3.0,,,,,6.0,322.0,4.0,13.0,1968.0,1653.0,Unknown,Not Allowed
2.4,EASY/INTERMEDIATE,32.450552,-110.944722,https://www.mtbproject.com/trail/7034288/big-wash-connector-trail,Catalina,0.4376963350785339,2.9,,,,,137.0,2.0,1.0,2.0,2961.0,2826.0,Unknown,Unknown
1.1,EASY,33.480947,-111.68312,https://www.mtbproject.com/trail/545362/fenceline-trail,Fountain Hills,0.43664921465968576,3.0,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,16.0,21.0,1.0,2.0,1595.0,1574.0,Unknown,Unknown
1.6,EASY,33.458594,-111.617722,https://www.mtbproject.com/trail/4367141/levee,Apache Junction,0.4356020942408376,3.0,Maricopa County Parks,http://www.maricopa.gov/parks/,,,0.0,68.0,1.0,3.0,1822.0,1754.0,Unknown,Allowed
2.6,INTERMEDIATE/DIFFICULT,33.560234,-112.005255,https://www.mtbproject.com/trail/7007745/loop-off-trail-100-east,Paradise Valley,0.4345549738219895,3.0,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,166.0,162.0,2.0,7.0,1704.0,1549.0,Unknown,Unknown
1.6,EASY/INTERMEDIATE,34.894129,-111.83091,https://www.mtbproject.com/trail/4942942/arizona-cypress-trail,West Sedona,0.43350785340314124,2.8,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,39.0,83.0,1.0,12.0,4437.0,4364.0,Unknown,Unknown
1.5,EASY/INTERMEDIATE,33.597161,-112.065991,https://www.mtbproject.com/trail/4881161/trail-100-west,Phoenix,0.4324607329842931,2.8,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,57.0,148.0,3.0,5.0,1454.0,1342.0,Unknown,Unknown
3.1,INTERMEDIATE,34.526958,-112.540849,https://www.mtbproject.com/trail/7011157/potts-creek-trail-327,Prescott,0.43141361256544497,3.0,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,258.0,407.0,4.0,12.0,6371.0,6091.0,Leashed,Unknown
0.4,VERY DIFFICULT,34.846215,-111.79550800000001,https://www.mtbproject.com/trail/4969490/tabletop,West Sedona,0.4303664921465967,3.0,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,28.0,36.0,3.0,6.0,4687.0,4651.0,Unknown,Unknown
2.3,EASY/INTERMEDIATE,32.688423,-110.898729,https://www.mtbproject.com/trail/7024401/junebug,Oracle,0.4293193717277486,3.0,,,,,130.0,68.0,2.0,4.0,3844.0,3752.0,Unknown,Unknown
2.1,INTERMEDIATE/DIFFICULT,32.23754,-111.145963,https://www.mtbproject.com/trail/3750726/ringtail-trail,Fountain Hills,0.42827225130890045,3.0,Maricopa County Parks,http://www.maricopa.gov/parks/,,,291.0,189.0,4.0,10.0,1988.0,1711.0,Unknown,Not Allowed
1.0,EASY/INTERMEDIATE,33.769265999999995,-112.099929,https://www.mtbproject.com/trail/6425776/bobcat,Anthem,0.4272251308900523,3.0,,,,,100.0,0.0,2.0,3.0,1676.0,1577.0,Leashed,Unknown
1.7,EASY,33.758198,-111.84334299999999,https://www.mtbproject.com/trail/7037293/hackamore-trail,Carefree,0.42617801047120407,3.0,,,,,26.0,155.0,2.0,7.0,2734.0,2588.0,Leashed,Not Allowed
0.8,EASY/INTERMEDIATE,33.514657,-111.680407,https://www.mtbproject.com/trail/7036837/granite-trail-54,Fountain Hills,0.42513089005235594,3.0,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,183.0,0.0,5.0,12.0,1512.0,1329.0,Leashed,Unknown
3.3,DIFFICULT,34.852821,-111.795229,https://www.mtbproject.com/trail/4969600/airport-loop-south,West Sedona,0.4240837696335078,2.3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,299.0,327.0,4.0,13.0,4723.0,4464.0,Unknown,Unknown
4.7,DIFFICULT,33.330313000000004,-112.144153,https://www.mtbproject.com/trail/7020541/alta-trail,Laveen,0.42303664921465955,3.0,,,,,1454.0,1236.0,11.0,32.0,2421.0,1341.0,Unknown,Allowed
4.2,DIFFICULT,34.588089000000004,-112.573898,https://www.mtbproject.com/trail/7012657/little-granite-mountain-trail-37,Williamson,0.4219895287958114,3.0,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,781.0,878.0,8.0,24.0,6550.0,5853.0,Leashed,Unknown
9.5,EASY/INTERMEDIATE,34.610766999999996,-112.465723,https://www.mtbproject.com/trail/7038975/full-loop-green,Prescott,0.4209424083769633,3.0,,,,,594.0,584.0,2.0,12.0,5449.0,5255.0,Leashed,Unknown
1.6,DIFFICULT,33.616673,-111.819969,https://www.mtbproject.com/trail/7002021/old-jeep-trail,Fountain Hills,0.41989528795811504,3.0,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,161.0,241.0,5.0,12.0,2138.0,1929.0,Unknown,Not Allowed
1.6,EASY,33.770005,-111.80821,https://www.mtbproject.com/trail/4856997/balanced-rock-trail,Carefree,0.4188481675392669,3.0,Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,123.0,12.0,2.0,4.0,2870.0,2748.0,Unknown,Unknown
2.4,INTERMEDIATE/DIFFICULT,35.225272,-111.630847,https://www.mtbproject.com/trail/768401/lower-oldham-trail,Flagstaff,0.41780104712041877,3.0,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,544.0,114.0,5.0,14.0,7579.0,7065.0,Unknown,Unknown
1.4,VERY DIFFICULT,33.48793,-111.649774,https://www.mtbproject.com/trail/7035183/upper-hawes-loop-trail,Apache Junction,0.41675392670157063,3.0,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,314.0,280.0,8.0,23.0,2315.0,2002.0,Leashed,Unknown
1.0,DIFFICULT,32.171669,-111.012204,https://www.mtbproject.com/trail/7045616/flight-path,Drexel Heights,0.4157068062827224,3.0,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,Pima County Parks and Recreation,http://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=41889,83.0,86.0,3.0,9.0,2630.0,2557.0,Unknown,Unknown
2.6,INTERMEDIATE,34.454598,-112.536717,https://www.mtbproject.com/trail/7012691/copper-creek-rd-fr53,Prescott,0.41465968586387425,3.0,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,692.0,3.0,5.0,14.0,6074.0,5381.0,Unknown,Unknown
0.5,EASY/INTERMEDIATE,34.886083,-111.74163600000001,https://www.mtbproject.com/trail/4920316/wilson-mountain-trail,Sedona,0.4136125654450261,3.0,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,55.0,13.0,3.0,4.0,4586.0,4543.0,Unknown,Unknown
0.9,INTERMEDIATE/DIFFICULT,33.313717,-112.46218300000001,https://www.mtbproject.com/trail/7037289/exposure,Buckeye,0.41256544502617787,3.0,,,,,148.0,173.0,7.0,16.0,1263.0,1131.0,Unknown,Unknown
1.0,EASY,33.643338,-111.856647,https://www.mtbproject.com/trail/7020336/levee-trail,Fountain Hills,0.41151832460732973,3.0,,,,,225.0,0.0,4.0,7.0,1926.0,1701.0,Unknown,Not Allowed
4.2,INTERMEDIATE,32.342504,-112.87794199999999,https://www.mtbproject.com/trail/7025777/hello-mexico,Ajo,0.4104712041884816,3.0,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,78.0,173.0,1.0,4.0,1953.0,1817.0,Leashed,Unknown
1.8,DIFFICULT,35.226665999999994,-114.09261699999999,https://www.mtbproject.com/trail/7040862/castle-rock-trail-north-loop-segment,Kingman,0.40942408376963346,3.0,,,,,307.0,267.0,6.0,18.0,4254.0,3972.0,Unknown,Unknown
0.4,INTERMEDIATE,33.310248,-112.462103,https://www.mtbproject.com/trail/7032913/romans-rise,Goodyear,0.4083769633507852,3.0,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,66.0,4.0,3.0,9.0,1108.0,1044.0,Leashed,Unknown
0.8,INTERMEDIATE,32.349615,-112.894525,https://www.mtbproject.com/trail/7022181/piece-of-pie,Ajo,0.4073298429319371,3.0,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,30.0,32.0,1.0,5.0,2049.0,2022.0,Leashed,Unknown
0.2,INTERMEDIATE,33.311479,-112.45940800000001,https://www.mtbproject.com/trail/7032912/ritas-upper-by-pass,Buckeye,0.40628272251308895,3.0,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,0.0,22.0,2.0,4.0,1072.0,1050.0,Leashed,Unknown
138.4,INTERMEDIATE,34.242726,-111.32285900000001,https://www.mtbproject.com/trail/7025883/azt-segment-11-mogollon-rim-to-flagstaff,Payson,0.4052356020942407,3.0,,,,,14197.0,12037.0,4.0,66.0,7714.0,4383.0,Unknown,Unknown
0.4,INTERMEDIATE/DIFFICULT,34.86558,-111.77676000000001,https://www.mtbproject.com/trail/4920672/crusty,Sedona,0.40418848167539256,2.8,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,0.0,82.0,3.0,7.0,4362.0,4280.0,Unknown,Unknown
2.6,INTERMEDIATE/DIFFICULT,33.64425,-111.775287,https://www.mtbproject.com/trail/7020345/sonoran-trail,Fountain Hills,0.40314136125654443,3.0,,,,,749.0,399.0,8.0,28.0,2752.0,2171.0,Unknown,Unknown
26.4,INTERMEDIATE,36.736733,-112.188754,https://www.mtbproject.com/trail/7025886/azt-segment-14-jacob-lake-to-ut-border,Fredonia,0.4020942408376963,3.0,,,,,686.0,3207.0,3.0,14.0,7640.0,5000.0,Unknown,Unknown
4.3,INTERMEDIATE,31.542919,-110.372352,https://www.mtbproject.com/trail/7021852/huachuca-canyon-road,Sierra Vista,0.40104712041884805,3.0,,,,,1070.0,2.0,5.0,15.0,6255.0,5187.0,Unknown,Unknown
5.4,DIFFICULT,34.045632,-112.157771,https://www.mtbproject.com/trail/7045364/bct-black-canyon-to-soap-creek,Black Canyon City,0.3999999999999999,3.0,,,,,586.0,527.0,4.0,12.0,2266.0,1897.0,Unknown,Allowed
