length,difficulty,longitude,latitude,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
4.2,EASY,34.615010999999996,-112.347073,https://www.mtbproject.com/trail/7001408/iron-king-trail,Prescott Valley,0.7895287958115182,3.9,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,,,217.0,87.0,1.0,3.0,5195.0,4999.0,Leashed,Unknown
1.6,EASY/INTERMEDIATE,33.333931,-112.02286200000002,https://www.mtbproject.com/trail/5371207/warpaint-loop,Guadalupe,0.7884816753926701,3.7,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,95.0,103.0,2.0,4.0,1476.0,1383.0,Unknown,Allowed
3.1,EASY/INTERMEDIATE,33.46602,-111.607625,https://www.mtbproject.com/trail/4365245/blevins,Apache Junction,0.787434554973822,3.6,Maricopa County Parks,http://www.maricopa.gov/parks/,,,135.0,137.0,2.0,5.0,1898.0,1802.0,Unknown,Allowed
7.0,EASY,33.742259000000004,-111.78883300000001,https://www.mtbproject.com/trail/7009300/136th-st-express,Rio Verde,0.7863874345549737,4.0,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,260.0,59.0,1.0,4.0,2698.0,2494.0,Leashed,Not Allowed
4.9,EASY/INTERMEDIATE,32.193862,-111.16638200000001,https://www.mtbproject.com/trail/7000586/ironwood-trail,Tucson Estates,0.7853403141361256,3.9,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,353.0,7.0,1.0,6.0,2775.0,2428.0,Unknown,Unknown
2.6,INTERMEDIATE,33.655079,-111.775314,https://www.mtbproject.com/trail/3570112/coachwhip-trail,Fountain Hills,0.7842931937172775,4.0,,,,,215.0,350.0,4.0,9.0,2433.0,2176.0,Unknown,Allowed
2.9,INTERMEDIATE/DIFFICULT,34.484414,-112.373241,https://www.mtbproject.com/trail/4575360/297-smith-ravine-trail,Prescott,0.7832460732984293,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,1040.0,156.0,8.0,15.0,6953.0,6070.0,Unknown,Unknown
1.1,INTERMEDIATE,34.830194,-111.803126,https://www.mtbproject.com/trail/4969443/ramshead,West Sedona,0.7821989528795812,4.0,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,84.0,76.0,3.0,6.0,4092.0,4043.0,Unknown,Unknown
1.5,EASY/INTERMEDIATE,33.463786999999996,-111.615324,https://www.mtbproject.com/trail/4210312/moon-rock,Apache Junction,0.7811518324607329,3.9,Maricopa County Parks,http://www.maricopa.gov/parks/,,,28.0,73.0,1.0,3.0,1871.0,1798.0,Unknown,Allowed
2.7,INTERMEDIATE/DIFFICULT,34.833231,-111.81051000000001,https://www.mtbproject.com/trail/4940467/old-post-trail,West Sedona,0.7801047120418848,3.6,,,,,461.0,191.0,5.0,10.0,4430.0,4029.0,Unknown,Unknown
4.2,INTERMEDIATE/DIFFICULT,33.373571999999996,-112.373502,https://www.mtbproject.com/trail/7002869/toothaker,Goodyear,0.7790575916230367,3.6,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,Maricopa County Parks,http://www.maricopa.gov/parks/,371.0,199.0,3.0,12.0,1347.0,1028.0,Unknown,Allowed
1.9,INTERMEDIATE,34.847727,-111.81363600000002,https://www.mtbproject.com/trail/7046428/skywalker-trail-669,West Sedona,0.7780104712041884,3.8,,,,,234.0,229.0,5.0,13.0,4575.0,4361.0,Unknown,Unknown
2.9,EASY/INTERMEDIATE,33.769662,-112.018173,https://www.mtbproject.com/trail/7004149/cliff-walk-trail,Cave Creek,0.7769633507853403,4.0,,,,,118.0,25.0,1.0,5.0,1864.0,1749.0,Leashed,Unknown
3.0,DIFFICULT,33.306607,-112.09842900000001,https://www.mtbproject.com/trail/5824717/bursera-trail,Laveen,0.7759162303664922,3.7,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,901.0,612.0,10.0,27.0,1881.0,1310.0,Unknown,Allowed
2.1,INTERMEDIATE/DIFFICULT,35.267236,-111.63350600000001,https://www.mtbproject.com/trail/914207/upper-brookbank,Flagstaff,0.7748691099476439,4.0,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,499.0,190.0,6.0,22.0,8691.0,8325.0,Unknown,Unknown
2.6,INTERMEDIATE,33.369146,-112.373646,https://www.mtbproject.com/trail/7002877/butterfield,Goodyear,0.7738219895287958,4.0,Maricopa County Parks,http://www.maricopa.gov/parks/,,,318.0,132.0,3.0,10.0,1310.0,995.0,Unknown,Allowed
2.1,INTERMEDIATE/DIFFICULT,34.78737,-111.999776,https://www.mtbproject.com/trail/3616402/thumper,Cottonwood,0.7727748691099476,4.0,Arizona State Parks,http://azstateparks.com/index.html,,,98.0,350.0,4.0,11.0,3878.0,3556.0,Unknown,Unknown
1.5,INTERMEDIATE,33.775494,-111.837621,https://www.mtbproject.com/trail/7023672/maverick-trail,Carefree,0.7717277486910994,3.8,,,,,78.0,27.0,1.0,4.0,2797.0,2737.0,Leashed,Unknown
4.4,INTERMEDIATE,33.370609,-112.37314199999999,https://www.mtbproject.com/trail/7002871/rainbow-valley,Goodyear,0.7706806282722513,3.9,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,Maricopa County Parks,http://www.maricopa.gov/parks/,620.0,449.0,5.0,15.0,1358.0,1026.0,Unknown,Allowed
2.5,INTERMEDIATE/DIFFICULT,32.494152,-110.86741299999998,https://www.mtbproject.com/trail/4744021/middlegate-trail,Catalina,0.7696335078534031,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,AZ State Land Department,http://www.azland.gov/,281.0,341.0,5.0,15.0,3503.0,3187.0,Unknown,Unknown
0.3,DIFFICULT,33.319294,-112.04790700000001,https://www.mtbproject.com/trail/3637887/goat-trail,Guadalupe,0.768586387434555,3.9,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,7.0,191.0,11.0,19.0,1773.0,1589.0,Unknown,Allowed
2.0,INTERMEDIATE/DIFFICULT,32.165464,-111.031733,https://www.mtbproject.com/trail/6186277/bittersweet,Drexel Heights,0.7675392670157067,3.9,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,148.0,100.0,2.0,15.0,2751.0,2662.0,Unknown,Unknown
2.6,INTERMEDIATE,34.766282000000004,-111.988744,https://www.mtbproject.com/trail/3616803/lime-kiln,Cottonwood,0.7664921465968586,4.0,Arizona State Parks,http://azstateparks.com/index.html,,,117.0,295.0,3.0,16.0,3608.0,3322.0,Unknown,Unknown
2.0,INTERMEDIATE/DIFFICULT,32.201106,-111.045603,https://www.mtbproject.com/trail/4881415/rock-wren-trail,Tucson Estates,0.7654450261780105,3.9,,,,,99.0,157.0,2.0,10.0,2892.0,2783.0,Unknown,Unknown
1.8,DIFFICULT,34.598766999999995,-112.410099,https://www.mtbproject.com/trail/7012736/lakeshore-trail,Prescott Valley,0.7643979057591623,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,143.0,137.0,3.0,11.0,5219.0,5155.0,Leashed,Unknown
3.1,DIFFICULT,33.659169,-111.839382,https://www.mtbproject.com/trail/7020324/windgate-pass-trail,Fountain Hills,0.7633507853403141,4.0,,,,,902.0,475.0,9.0,29.0,3014.0,2174.0,Leashed,Not Allowed
10.7,INTERMEDIATE,34.151277,-112.153181,https://www.mtbproject.com/trail/4622458/black-canyon-trail-bct-bumblebee-th-to-treasure-mine-rd,Black Canyon City,0.762303664921466,3.9,Black Canyon Trail Coalition,https://www.mtbproject.com/club/4676322/black-canyon-trail-coalition,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,1060.0,759.0,3.0,11.0,3115.0,2499.0,Unknown,Allowed
5.7,DIFFICULT,33.733482,-112.14360500000001,https://www.mtbproject.com/trail/7000364/circumference-trail,Anthem,0.7612565445026178,3.0,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,702.0,699.0,5.0,19.0,1776.0,1487.0,Leashed,Unknown
2.5,INTERMEDIATE,32.192319,-111.03725800000001,https://www.mtbproject.com/trail/7055973/el-grupo-loop,Tucson Estates,0.7602094240837696,4.0,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,208.0,208.0,3.0,11.0,2711.0,2506.0,Unknown,Not Allowed
3.4,INTERMEDIATE,32.517789,-111.01279699999999,https://www.mtbproject.com/trail/7017448/maus,Catalina,0.7591623036649214,4.0,,,,,247.0,261.0,3.0,13.0,3739.0,3528.0,Unknown,Unknown
2.0,INTERMEDIATE/DIFFICULT,31.416381,-110.275792,https://www.mtbproject.com/trail/7006085/lower-miller-canyon-trail,Sierra Vista Southeast,0.7581151832460733,4.0,,,,,2.0,636.0,6.0,14.0,5713.0,5077.0,Unknown,Unknown
5.4,INTERMEDIATE,34.610766999999996,-112.465705,https://www.mtbproject.com/trail/7033193/outside-loop-purple,Prescott,0.757068062827225,4.0,,,,,288.0,279.0,2.0,7.0,5443.0,5256.0,Leashed,Unknown
4.2,INTERMEDIATE,32.710504,-110.895297,https://www.mtbproject.com/trail/7024404/high-point,Oracle,0.7560209424083769,4.0,,,,,299.0,336.0,3.0,9.0,4112.0,3804.0,Unknown,Unknown
0.9,INTERMEDIATE/DIFFICULT,35.137253,-111.696316,https://www.mtbproject.com/trail/7017288/bridge-trail,Kachina Village,0.7549738219895288,4.0,Coconino County and the City of Flagstaff,http://www.flagstaff.az.gov/index.aspx?NID=1379,,,45.0,43.0,2.0,5.0,7066.0,7046.0,Unknown,Unknown
1.6,INTERMEDIATE,33.480947,-111.683209,https://www.mtbproject.com/trail/547484/power-rd-trail,Fountain Hills,0.7539267015706805,4.0,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,18.0,83.0,1.0,4.0,1581.0,1503.0,Unknown,Unknown
1.5,EASY/INTERMEDIATE,33.811201000000004,-111.979096,https://www.mtbproject.com/trail/7012329/gateway-trail,Cave Creek,0.7528795811518324,4.0,,,,,34.0,102.0,2.0,6.0,1960.0,1862.0,Unknown,Unknown
1.4,INTERMEDIATE/DIFFICULT,35.15182,-111.62561799999999,https://www.mtbproject.com/trail/7038081/skunk-canyon-connector,Flagstaff,0.7518324607329843,4.0,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,0.0,189.0,3.0,8.0,6881.0,6692.0,Off-leash,Unknown
2.3,INTERMEDIATE,33.623249,-111.828727,https://www.mtbproject.com/trail/4037271/taliesin-trail,Fountain Hills,0.7507853403141361,4.0,Maricopa County Parks,http://www.maricopa.gov/parks/,,,3.0,428.0,4.0,6.0,1968.0,1543.0,Unknown,Not Allowed
2.4,EASY/INTERMEDIATE,32.1978,-111.13450900000001,https://www.mtbproject.com/trail/7010590/caliche-flats-trail,Tucson Estates,0.749738219895288,4.0,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,5.0,117.0,1.0,3.0,2543.0,2429.0,Unknown,Unknown
3.8,INTERMEDIATE,32.417829,-110.93838000000001,https://www.mtbproject.com/trail/4742230/50-year-trail-segment,Catalina,0.7486910994764397,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,AZ State Land Department,http://www.azland.gov/,394.0,57.0,2.0,13.0,3537.0,3196.0,Unknown,Unknown
1.1,INTERMEDIATE,33.458451000000004,-111.594573,https://www.mtbproject.com/trail/4365689/cat-peaks,Apache Junction,0.7476439790575916,3.8,Maricopa County Parks,http://www.maricopa.gov/parks/,,,136.0,105.0,4.0,7.0,1927.0,1797.0,Unknown,Allowed
1.8,INTERMEDIATE,32.280073,-111.09316899999999,https://www.mtbproject.com/trail/4730005/black-rock-loop,Flowing Wells,0.7465968586387435,3.8,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,88.0,85.0,2.0,4.0,2582.0,2522.0,Unknown,Unknown
1.6,DIFFICULT,33.342231,-112.04508700000001,https://www.mtbproject.com/trail/7001972/corona-de-loma,Guadalupe,0.7455497382198952,3.5,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,120.0,843.0,11.0,25.0,2354.0,1631.0,Leashed,Allowed
4.8,EASY/INTERMEDIATE,35.20114,-111.56091299999999,https://www.mtbproject.com/trail/921204/campbell-mesa-loop-trail,Flagstaff,0.7445026178010471,3.9,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,263.0,236.0,2.0,6.0,6833.0,6699.0,Unknown,Unknown
0.8,DIFFICULT,34.855777,-111.779976,https://www.mtbproject.com/trail/7046427/brewer-trail-212,Sedona,0.743455497382199,4.0,,,,,1.0,323.0,8.0,20.0,4597.0,4275.0,Unknown,Unknown
0.9,INTERMEDIATE,32.416053999999995,-110.71390900000002,https://www.mtbproject.com/trail/683924/mt-bigelow,Tanque Verde,0.7424083769633507,4.0,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,0.0,541.0,12.0,20.0,8499.0,7958.0,Unknown,Unknown
0.5,INTERMEDIATE,34.889067,-111.82828700000002,https://www.mtbproject.com/trail/4942984/snake-trail,West Sedona,0.7413612565445027,3.9,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,0.0,109.0,4.0,6.0,4541.0,4432.0,Unknown,Unknown
82.1,INTERMEDIATE/DIFFICULT,33.272133000000004,-111.176631,https://www.mtbproject.com/trail/7025881/azt-segment-9-apache-trail-to-roosevelt,Superior,0.7403141361256544,4.0,,,,,5603.0,5771.0,3.0,14.0,2987.0,1672.0,Unknown,Unknown
2.0,EASY,33.790732,-111.817705,https://www.mtbproject.com/trail/7012589/the-divide-trail,Carefree,0.7392670157068062,3.9,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,39.0,61.0,1.0,3.0,2972.0,2933.0,Unknown,Unknown
4.1,INTERMEDIATE,32.804287,-114.47838899999999,https://www.mtbproject.com/trail/7003800/champagne,Fortuna Foothills,0.7382198952879582,4.0,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,499.0,211.0,3.0,10.0,682.0,216.0,Unknown,Unknown
2.4,EASY,33.791083,-111.82648200000001,https://www.mtbproject.com/trail/7009192/stagecoach-trail,Carefree,0.7371727748691099,4.0,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,34.0,107.0,1.0,6.0,2902.0,2825.0,Leashed,Unknown
107.2,EASY/INTERMEDIATE,35.21888,-111.632356,https://www.mtbproject.com/trail/7025884/azt-segment-12-flagstaff-to-south-kaibab,Flagstaff,0.7361256544502618,4.0,,,,,6300.0,6238.0,2.0,28.0,9016.0,6131.0,Unknown,Unknown
2.5,INTERMEDIATE,33.622964,-111.778601,https://www.mtbproject.com/trail/7020350/andrews-kinsey-trail,Fountain Hills,0.7350785340314137,4.0,,,,,467.0,349.0,6.0,21.0,2952.0,2665.0,Unknown,Not Allowed
1.4,INTERMEDIATE,34.600534,-112.545296,https://www.mtbproject.com/trail/7006904/surprise-spring-trail-350,Williamson,0.7340314136125654,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,0.0,279.0,4.0,9.0,5896.0,5617.0,Unknown,Unknown
2.6,INTERMEDIATE,34.787473,-111.999857,https://www.mtbproject.com/trail/3615549/upper-raptor,Cottonwood,0.7329842931937173,4.0,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,440.0,8.0,3.0,26.0,4300.0,3866.0,Unknown,Unknown
9.7,INTERMEDIATE/DIFFICULT,33.667027000000004,-111.69901999999999,https://www.mtbproject.com/trail/7022551/long-loop,Avondale,0.7319371727748691,3.4,Maricopa County Parks,http://www.maricopa.gov/parks/,,,790.0,774.0,3.0,16.0,1441.0,1010.0,No Dogs,Allowed
7.0,INTERMEDIATE,34.523709000000004,-112.42255,https://www.mtbproject.com/trail/7033056/badger-mountain-trail-329,Prescott,0.7308900523560209,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,339.0,1094.0,4.0,18.0,6311.0,5519.0,Leashed,Unknown
46.9,INTERMEDIATE/DIFFICULT,32.250107,-110.70374,https://www.mtbproject.com/trail/7025877/azt-segment-5-redington-pass-and-the-mighty-catalinas,Tanque Verde,0.7298429319371728,4.0,,,,,8615.0,3469.0,5.0,27.0,8178.0,2752.0,Unknown,Unknown
8.7,INTERMEDIATE,34.399425,-112.155526,https://www.mtbproject.com/trail/7036283/copper-mountain-loop,Spring Valley,0.7287958115183246,3.8,,,,,525.0,707.0,3.0,12.0,4412.0,3954.0,Unknown,Unknown
15.7,INTERMEDIATE,33.690156,-111.71831599999999,https://www.mtbproject.com/trail/7051456/pemberton-trail,Rio Verde,0.7277486910994764,4.0,,,,,770.0,768.0,2.0,8.0,2476.0,1826.0,Unknown,Unknown
3.5,INTERMEDIATE,33.564381,-112.50462900000001,https://www.mtbproject.com/trail/7026150/mule-deer-trail,Citrus Park,0.7267015706806284,3.8,,,,,194.0,208.0,2.0,6.0,1514.0,1379.0,Unknown,Allowed
1.6,INTERMEDIATE,34.552583,-112.52178700000002,https://www.mtbproject.com/trail/7002321/trail-316-pine-lakes-trail,Prescott,0.7256544502617801,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,159.0,211.0,4.0,12.0,5801.0,5599.0,Leashed,Unknown
0.6,EASY/INTERMEDIATE,34.511267,-112.47148999999999,https://www.mtbproject.com/trail/7012603/twist-shout-trail-372,Prescott,0.7246073298429319,4.0,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,14.0,55.0,2.0,5.0,5733.0,5679.0,Leashed,Unknown
0.6,INTERMEDIATE/DIFFICULT,34.151508,-109.88149399999999,https://www.mtbproject.com/trail/7016113/pat-mullen-spur,Pinetop-Lakeside,0.7235602094240838,4.0,Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,255.0,0.0,9.0,20.0,7607.0,7352.0,Unknown,Unknown
0.5,DIFFICULT,32.196956,-111.027826,https://www.mtbproject.com/trail/7055972/tecolote-trail,South Tucson,0.7225130890052356,4.0,,,,,40.0,39.0,3.0,7.0,2599.0,2559.0,Unknown,Not Allowed
2.5,INTERMEDIATE,32.701728,-110.922022,https://www.mtbproject.com/trail/7022211/gasline-bypass,Catalina,0.7214659685863875,4.0,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,AZ State Land Department,http://www.azland.gov/,123.0,197.0,2.0,10.0,3935.0,3796.0,Unknown,Unknown
1.1,EASY/INTERMEDIATE,33.498905,-111.66523400000001,https://www.mtbproject.com/trail/7043271/connector-trail,Fountain Hills,0.7204188481675393,4.0,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,119.0,98.0,4.0,6.0,1833.0,1714.0,Unknown,Unknown
1.2,DIFFICULT,34.614057,-112.53872,https://www.mtbproject.com/trail/7012659/mint-wash-connector-trail-352,Williamson,0.7193717277486911,4.0,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,45.0,351.0,6.0,14.0,5794.0,5444.0,Leashed,Unknown
0.5,DIFFICULT,32.193581,-111.038605,https://www.mtbproject.com/trail/7055974/wild-west-trail,Tucson Estates,0.7183246073298429,4.0,,,,,159.0,141.0,11.0,18.0,2830.0,2671.0,Unknown,Not Allowed
1.8,DIFFICULT,35.271812,-111.664497,https://www.mtbproject.com/trail/5128831/moto-trail-upper,Flagstaff,0.7172774869109948,3.8,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,620.0,0.0,7.0,16.0,8366.0,7746.0,Unknown,Allowed
6.3,INTERMEDIATE,35.250204,-111.561847,https://www.mtbproject.com/trail/954069/arizona-trail-highway-89-to-schultz-pass,Flagstaff,0.7162303664921466,3.8,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,1398.0,283.0,5.0,12.0,8018.0,6903.0,Unknown,Unknown
6.8,INTERMEDIATE,35.283414,-111.71068899999999,https://www.mtbproject.com/trail/835610/arizona-trail-snowbowl-road-to-schultz-pass,Flagstaff,0.7151832460732984,3.7,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,598.0,188.0,2.0,8.0,8101.0,7576.0,Unknown,Unknown
1.7,INTERMEDIATE,33.374209,-111.985196,https://www.mtbproject.com/trail/7002010/beverly-canyon-trail,Guadalupe,0.7141361256544503,3.5,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,317.0,158.0,5.0,22.0,1543.0,1250.0,Unknown,Allowed
0.6,EASY/INTERMEDIATE,32.692634000000005,-114.65421699999999,https://www.mtbproject.com/trail/7044630/centennial-training-track,Yuma,0.713089005235602,4.0,,,,,12.0,11.0,1.0,2.0,125.0,119.0,Leashed,Not Allowed
2.0,EASY/INTERMEDIATE,33.464109,-111.955624,https://www.mtbproject.com/trail/358755/eliot-ramada-loop-around-the-golf-course,Tempe Junction,0.7120418848167539,3.6,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,29.0,95.0,1.0,2.0,1301.0,1206.0,Unknown,Unknown
1.9,INTERMEDIATE,34.571307,-112.53421000000002,https://www.mtbproject.com/trail/7041329/willy-nilly-tractor,Prescott,0.7109947643979058,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,259.0,140.0,4.0,13.0,5780.0,5553.0,Leashed,Unknown
1.4,INTERMEDIATE,32.155258,-110.777869,https://www.mtbproject.com/trail/6535290/christmas-tree-loop,Tanque Verde,0.7099476439790575,3.6,,,,,57.0,56.0,2.0,4.0,2872.0,2819.0,Unknown,Unknown
0.8,INTERMEDIATE,34.544807,-112.536546,https://www.mtbproject.com/trail/7007140/garden-party-trail-324,Prescott,0.7089005235602095,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,174.0,17.0,4.0,9.0,6036.0,5879.0,Unknown,Unknown
4.7,VERY DIFFICULT,33.693855,-111.802218,https://www.mtbproject.com/trail/7020323/toms-thumb-trail,Rio Verde,0.7078534031413612,3.7,,,,,1124.0,1401.0,10.0,53.0,3775.0,2444.0,Unknown,Not Allowed
2.7,INTERMEDIATE/DIFFICULT,32.498281,-111.06404599999999,https://www.mtbproject.com/trail/5507136/wild-burro,Tortolita,0.706806282722513,4.0,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,387.0,44.0,3.0,13.0,3879.0,3521.0,Unknown,Unknown
1.5,INTERMEDIATE,34.566734999999994,-112.55138600000001,https://www.mtbproject.com/trail/7041140/tunnel-vision,Prescott,0.705759162303665,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,64.0,127.0,2.0,7.0,5848.0,5759.0,Leashed,Unknown
1.0,EASY/INTERMEDIATE,33.465001,-111.615342,https://www.mtbproject.com/trail/7044912/chain-fruit-trail,Apache Junction,0.7047120418848167,4.0,,,,,92.0,0.0,2.0,6.0,1976.0,1884.0,Leashed,Allowed
1.7,INTERMEDIATE/DIFFICULT,34.895771999999994,-111.83686599999999,https://www.mtbproject.com/trail/4943173/dawa-trail,West Sedona,0.7036649214659686,3.5,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,83.0,153.0,3.0,7.0,4506.0,4384.0,Unknown,Unknown
2.1,DIFFICULT,34.600483000000004,-112.574509,https://www.mtbproject.com/trail/7012621/clark-springs-trail-40,Williamson,0.7026178010471205,4.0,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,1.0,784.0,7.0,19.0,6410.0,5627.0,Leashed,Unknown
2.6,INTERMEDIATE/DIFFICULT,32.201692,-111.12222,https://www.mtbproject.com/trail/7000583/golden-gate-trail,Tucson Estates,0.7015706806282722,3.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,619.0,43.0,5.0,21.0,3194.0,2607.0,Unknown,Unknown
2.6,INTERMEDIATE,32.337107,-112.88571200000001,https://www.mtbproject.com/trail/7024494/locomotive-rock,Ajo,0.7005235602094241,4.0,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,95.0,181.0,2.0,7.0,1957.0,1855.0,Leashed,Unknown
2.3,DIFFICULT,31.435942999999998,-110.274498,https://www.mtbproject.com/trail/7005943/clark-spring-trail-124,Sierra Vista Southeast,0.6994764397905759,4.0,Dawn to Dust,https://www.mtbproject.com/club/4939736/dawn-to-dust,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,131.0,394.0,4.0,15.0,6120.0,5730.0,Unknown,Unknown
0.7,EASY,34.527654,-112.530599,https://www.mtbproject.com/trail/7000574/322-circle-connection-trail,Prescott,0.6984293193717277,4.0,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,126.0,4.0,3.0,7.0,6227.0,6104.0,Unknown,Unknown
