created,username_URL,username,prov,city,trails5,trails7,trails9,trails11,trails13,trails15,trails17,dist
"Oct 2, 2020",https://www.trailforks.com/profile/michael-douven/,michael-douven,BC,Abbotsford,Harvest Dr,Harvest Dr Connector,Tools of the Trade,First Lookout,Guava Jelly,Spin Cycle +,Mr. Uppity (lower),7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Lockhart21/,Lockhart21,FL,Brooksville,,,,,,,,41 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Fithuskydad/,Fithuskydad,MO,St. Louis,Bluff Trail - North,Bluff Trail - South Loop,Bluff Trail - North,Spring Valley (Inner Loop),Bluff Trail - South Loop,Bluff Trail - North,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/wagnercoreyr/,wagnercoreyr,UT,Park City,Tour De Suds Upper,9K Trail,Three Candles,Silver Queen,Mid Mountain,Mid Mountain,,16 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Amlundy9/,Amlundy9,NH,Litchfield,Litchfield State Forest Road,Heron Loop,Whaddya Think,Three Sisters,Tanager Connector,Tanager Connector,Boulderdash,21 miles
"Oct 2, 2020",https://www.trailforks.com/profile/frozentee/,frozentee,ON,Guelph,Siesta,Six Sisters,Boot,Rock Pit,The Pine Loop,Logs,Logs,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Ryno550/,Ryno550,GA,Gainesville,Hare Trail,,,,,,,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/AndresFlyFishing/,AndresFlyFishing,BC,Fernie,Fairy Creek Bridge Trail,Visitor Centre Trail,Swine Flu Access,Swine Flu Climb,Far Side,,,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Dscdaddy22/,Dscdaddy22,UT,Pleasant Grove,Viking Run,Tufa,Molly's,,,,,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Craig903/,Craig903,MI,Milford,Blue Loop (Seg 3),Blue Loop (Seg 4),Huron River Parkway,,,,,40 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Kazdizzim/,Kazdizzim,ON,Toronto,,,,,,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/StephenMMorris100/,StephenMMorris100,WA,Snoqualmie,Upward Mobility,Dash,PT (Upper),PT (Middle),Connector,Poppin' Tops Lower,Flow State Upper,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/JeffKinsey/,JeffKinsey,UT,Vernal,,,,,,,,9 miles
"Oct 2, 2020",https://www.trailforks.com/profile/cp-mediahaus/,cp-mediahaus,BC,Whistler,Valley Trail - Creekside to Nita,Valley Trail - Blueberry to Linkside,Village Plaza,Magic Chair,Out of the Dust,Blackcomb Access Road,Dark Crystal [Avoid in wet weather],15 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Ericvangieson74/,Ericvangieson74,AZ,Sedona,,,,,,,,3 miles
"Oct 2, 2020",https://www.trailforks.com/profile/jspagat/,jspagat,MA,Winchester,Reservoir Trail (Sheepfold to E. Dam Rd.),Reservoir Trail (C5-1 to C5-2),Connector Road,Lawrence Woods @ Fells Trail,No Name 3,Medford High Traverse,Lawrence Woods @ Fells Trail,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/JSatch/,JSatch,CA,San Diego,Biltmore Trail,Biltmore Trail,,,,,,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/holydirt/,holydirt,BC,Whistler,Azrael,Shit Happens (Climb),Anal Intruder,Connector,Access Road,Up Shit Creek,Big Kahuna,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/JEPPARKS/,JEPPARKS,AR,Bentonville,Coler Access Sidepath,Walton & I Street Sidepath,Trail of Two Cities,Razorback Regional Greenway,All-American Heroes,All-American Heros,All-American Heros,20 miles
"Oct 2, 2020",https://www.trailforks.com/profile/BONeal/,BONeal,CO,Steamboat Springs,Wyoming Trail (Muddy Creek),Wyoming Trail (Divide),Mountain View,Petes Wicked Trail,Cathys Cutoff,Moonlight,Valley View,25 miles
"Oct 2, 2020",https://www.trailforks.com/profile/croman130/,croman130,CA,South Lake Tahoe,Valley View Connector,Valley View Trail (Upper Section),Tahoe Mountain Trail (North Section),Rock Garden (17E80B),Lower Angora Ridge Trail,Mule Deer Connector Trail,Forest Mountain Connector,17 miles
"Oct 2, 2020",https://www.trailforks.com/profile/LancecoteNH/,LancecoteNH,NH,Exeter,Hamburger Hill,Enchanted Forest,South Powerline,North Powerline,neB giB,North Powerline,South Powerline,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/severs77/,severs77,BC,Revelstoke,Loggin' Leftovers,School's Out!,School's Out!,,,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/caitleavitt/,caitleavitt,BC,Revelstoke,Loggin' Leftovers,School's Out!,School's Out!,,,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/a3a/,a3a,UT,Moab,Falcon Flow,Falcon Flow,,,,,,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Nzozobrado/,Nzozobrado,IL,Palos Hills,Cemetery Hill Loop,Cemetery Hill Loop,Cemetery Hill Loop,Bull Frog Lake Trail,Bull Frog Lake Campground Multitrack,Psycho Path,3 Ravines,16 miles
"Oct 2, 2020",https://www.trailforks.com/profile/uber419/,uber419,MN,Cuyuna,Cruser's Kettle (Doubletrack),Cruser's Kettle,Cruser's Kettle (Doubletrack),,,,,9 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Darcykleech/,Darcykleech,BC,Victoria,Lighthouse,Lighthouse Extension,Electric Avenue,Electric Ave. West End Loop,Electric Light,Bellamy Trail,,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Endorfini/,Endorfini,OR,Ashland,Lower Bull Gap,Upper Lynx,Lower Lynx,Catwalk Trail,Marty's,Lower Marty's,Caterpillar Trail,16 miles
"Oct 2, 2020",https://www.trailforks.com/profile/LuckyMTB/,LuckyMTB,OR,Ashland,Catwalk Trail,Marty's,Lower Marty's,Caterpillar Trail,Lizard,Rabbit Hole,Jabberwocky,47 miles
"Oct 2, 2020",https://www.trailforks.com/profile/canadaka/,canadaka,BC,Whistler,A-Line - Upper,Ninja Cougar,Fade to Black,Karate Monkey,A-Line - Lower,Hornet,A-Line - Lower,16 miles
"Oct 2, 2020",https://www.trailforks.com/profile/banker1741/,banker1741,IL,Moline,,,,,,,,23 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Occ/,Occ,NC,Hendersonville,Copperhead Road,Tortuga,Evergreen,High Rocks Climb Trail,Evergreen,Evergreen,Copperhead Road,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Xs1100/,Xs1100,UT,Brighton,,,,,,,,16 ft
"Oct 2, 2020",https://www.trailforks.com/profile/estade/,estade,BC,Whistler,Don't Look Back,On the Rocks,Lord of the Squirrels,Chipmunk Rebellion (part 2),,,,16 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Brokenne/,Brokenne,NB,Fredericton,The Mach Turkey Run,,,,,,,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Dhickey44/,Dhickey44,TX,Fort Worth,Full Face,,,,,,,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/BoneRanger1/,BoneRanger1,TX,Glen Rose,Black-capped Vireo Trail,Buckeye Trail,,,,,,14 miles
"Oct 2, 2020",https://www.trailforks.com/profile/reallifemeatball/,reallifemeatball,CO,Grand Junction,Raven Ridge,Curts Lane (S),Curt's Down,Yes N Dee Dee,,,,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/haldor/,haldor,BC,Vancouver,,,,,,,,2 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Aarontheisen/,Aarontheisen,WA,Metaline Falls,North Fork Silver Creek Trail 119,,,,,,,17 miles
"Oct 2, 2020",https://www.trailforks.com/profile/granthv/,granthv,BC,Rossland,Seven Summits,Seven Summits (to Sunspot),Seven Summits (Sunspot to Lepsoe),The Dewdney Trail,,,,22 miles
"Oct 2, 2020",https://www.trailforks.com/profile/HannahAO6KrG/,HannahAO6KrG,UT,Moab,Whirlwind West,Whirlwind East,,,,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Bbat/,Bbat,PA,Allison Park,New Golf Course,V8,V8 Alternate,V8 Alternate,Connector,New Golf Course,Shortcut,8 miles
"Oct 2, 2020",https://www.trailforks.com/profile/natas2125/,natas2125,TX,San Antonio,Site Line B,,,,,,,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Danzig16/,Danzig16,CA,Thousand Oaks,,,,,,,,3 miles
"Oct 2, 2020",https://www.trailforks.com/profile/wescomeaux/,wescomeaux,AR,Bella Vista,Land Line,Land Line,,,,,,21 miles
"Oct 2, 2020",https://www.trailforks.com/profile/twillis412s/,twillis412s,AZ,Flagstaff,,,,,,,,23 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Aurand/,Aurand,WA,Shoreline,,,,,,,,4 miles
"Oct 2, 2020",https://www.trailforks.com/profile/JonathanSLC/,JonathanSLC,UT,Salt Lake City,Parleys Trail Sugar House,,,,,,,9 miles
"Oct 2, 2020",https://www.trailforks.com/profile/gravitydog/,gravitydog,NY,Old Forge,Thank You God,All is Well,Toga Party,Remain Calm,Toga Party,Remain Calm,Road Trip,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/ryankononoff/,ryankononoff,BC,Cumberland,Upper Refaptory,Lower Refaptory,Iron Horse,Grimstads,White Rabbit Access,Cliff Ave.,River Trail West,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/thundur/,thundur,OR,Ashland,Upper Lynx,Lower Lynx,Catwalk Trail,Lamb Mine Trail,Marty's,Lower Marty's,Caterpillar Trail,18 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Ajinshadow/,Ajinshadow,OR,Eagle point,,,,,,,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/shawnlas/,shawnlas,OH,Akron,,,,,,,,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/yolomtb/,yolomtb,CA,South Lake Tahoe,,,,,,,,
"Oct 2, 2020",https://www.trailforks.com/profile/Crideout/,Crideout,NH,Northfield,Access Road,Happy Hour,Happy Hour,Access Road,Reef Around,Paddy Glades,Hot Wheels,9 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Jenlavonne/,Jenlavonne,OR,Ashland,Lower Bull Gap,Upper Lynx,Lower Lynx,Catwalk Trail,Marty's,Lower Marty's,Caterpillar Trail,20 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Atraslin/,Atraslin,BC,Kelowna,Little White,Little White,Upper Crawford Trail/Telegraph Trail,KVR - Gillard,Nip & Tuck,La Petite,Bearly There,36 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Allycebarnett/,Allycebarnett,AZ,Flagstaff,,,,,,,,2 miles
"Oct 2, 2020",https://www.trailforks.com/profile/GWhittaker/,GWhittaker,BC,Kelowna,,,,,,,,56 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Mic0nix/,Mic0nix,CA,Lake Arrowhead,Sleigh Ride,Playground,Fantasy Forest,Arrow,Fantasy Forest,Fantasy Forest,Arrow,12 miles
"Oct 2, 2020",https://www.trailforks.com/profile/danoan/,danoan,AB,Bragg Creek,Braggin Rights,Kestrel,Braggin Rights,,,,,14 miles
"Oct 2, 2020",https://www.trailforks.com/profile/nickbeasy/,nickbeasy,NC,Morganton,Entrance Trail,East Wimba Loop,East West Connector,Tindo Connector Trail,Upper Tindo Loop,,,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/avian45/,avian45,BC,Nanaimo,The Abyss,Poker Run,Poker Run,This Bud's 4 U,,,,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/julialovecchio/,julialovecchio,BC,Penticton,,,,,,,,
"Oct 2, 2020",https://www.trailforks.com/profile/killjoy117/,killjoy117,CA,Kings Beach,Tahoe Rim Trail (Brockway),KB Trail (Lower),Gas Line Road (Lower Section),Rise and Shine (Upper Section),Rise and Shine (Middle Section),Rise and Shine (Lower Section),Cambridge Connector,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/CurtisStambaugh/,CurtisStambaugh,AB,Grande Prairie,,,,,,,,43 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Andonipaleologos/,Andonipaleologos,BC,North Vancouver,Climb Access to HSL,Will's Way,R & R Climb,Lower C-Buster,Penny Lane,Good Sir Martin,Upper Dale's Trail,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/chrispaulcx/,chrispaulcx,ON,Barrie,#8,#7,Pathway to Lift,,,,,1 mile
"Oct 2, 2020",https://www.trailforks.com/profile/PikesPeakDenise/,PikesPeakDenise,CO,Cañon City,Fracture,Fracture,,,,,,4 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Boysiopao/,Boysiopao,TX,Frisco,Coyote Loop (Yellow),Coyote Loop (Yellow),Wolverine (Orange),Ranger Loop (Blue),Coyote Loop (Yellow),Coyote Loop (Yellow),,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Crowebar14/,Crowebar14,GA,Lookout Mountain,,,,,,,,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/JEPPARKS/,JEPPARKS,AR,Bentonville,Coler Access Sidepath,,,,,,,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Rbroach/,Rbroach,AL,Wetumpka,Little Zipper,Little Zipper,The Zipper,Lakeshore Drive,Main Line,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/BTill/,BTill,UT,Millcreek,,,,,,,,31 miles
"Oct 2, 2020",https://www.trailforks.com/profile/michaelbbishop/,michaelbbishop,CA,Tahoe City,,,,,,,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/AlexBjork/,AlexBjork,BC,Nanaimo,The Abyss,Poker Run,Poker Run,This Bud's 4 U,,,,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/lissimorephoto/,lissimorephoto,BC,Cumberland,Upper Refaptory,Lower Refaptory,Iron Horse,Avoid Hike,Grimstads,White Rabbit Access,Cliff Ave.,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/jsoe68/,jsoe68,NV,Henderson,,,,,,,,4 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Castormc10/,Castormc10,WA,Winthrop,,,,,,,,9 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Tlw44f/,Tlw44f,AR,Bentonville,The Masterpiece,The Masterpiece,The Masterpiece,The Masterpiece,The Masterpiece,The Masterpiece,Patti Cake,8 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Jduerr/,Jduerr,WI,Wausau,Ringle Trailhead,Ruby Ridge,Lost 40,Rookery,,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Rockhopper87/,Rockhopper87,CA,San Jose,,,,,,,,3 miles
"Oct 2, 2020",https://www.trailforks.com/profile/apassadore/,apassadore,OR,Rhododendron,Timberline Access Road,Pioneer Bridle Trail,Lower Pioneer Bridle Trail,,,,,15 miles
"Oct 2, 2020",https://www.trailforks.com/profile/drbike/,drbike,BC,Cumberland,Upper Refaptory,Iron Horse,Avoid Hike,Grimstads,Grimstads,White Rabbit Access,Cliff Ave.,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/rdemarte/,rdemarte,NH,Northfield,Cat's Paw,Fancy Feast,ODB,Easy Rider,Happy Hour,Power Hour,Fancy Feast,19 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Romie23/,Romie23,BC,Nanaimo,The Abyss,Poker Run,Poker Run,This Bud's 4 U,,,,12 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Lwhitmore/,Lwhitmore,MT,Red Lodge,,,,,,,,46 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Bkpuckett/,Bkpuckett,PA,Huntingdon,Vee Cee,Buck,Allie,Grippis,Ridge,Ray's Revenge,Sidewinder,27 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Rwzimmer/,Rwzimmer,ID,Sandpoint,Gordy's (North),motorized 011,Larry's Trail,Trail 3 connector,Trail 3 connector,,,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Bartolo/,Bartolo,AZ,Scottsdale,West Express,West Express,West Express,Buckshot,High Desert Trail,Stagecoach North,Stagecoach North,21 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Rowzill/,Rowzill,NL,Corner Brook,Axemate,Thief,Bunny Blaster,Mikey's Trail,What's this trail called?,,,8 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Boarderx13/,Boarderx13,PA,Lickdale,Access Trail,Loop A-2,Loop A-2,Trail D,Trail D,Trail C,Trail A-1,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/lamaking/,lamaking,QC,Bromont,Piste de Champions,Bing Bang,Piste de Champions,La Radical,Bike Park,Piste de Champions,L'Adrénaline,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Skierjon/,Skierjon,UT,North Salt Lake,Wild Rose Mountain Bike Entrance,Woodbriar,Lost Lad,BST (Sandhurst),Ensign (Bike Peak),Ensign Peak,Crag's Trail,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Jessepisel/,Jessepisel,TX,Austin,Inner Log Loops,Ski Hill Flow Trail,Ski Hill Flow Trail,Tangle of Trails Loop,Severe Consequences Loop,Windy Loop,,15 miles
"Oct 2, 2020",https://www.trailforks.com/profile/banffsoul/,banffsoul,BC,Penticton,,,,,,,,53 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Djweil/,Djweil,IN,Nashville,Hobbs Hollow Flow Trail,Bobcat Connector,Weedpatch,,,,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/DrDingus/,DrDingus,CO,Golden,Argos,Hardscrabble,Enchanted Forest,,,,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/CarterRFYhW/,CarterRFYhW,UT,Pleasant Grove,Molly's,Pleasant Grove Bench,Tufa,Foothill Trail,,,,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/stephchase/,stephchase,OR,Portland,,,,,,,,22 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Copper03/,Copper03,MA,Charlemont,Blue Pulaski,Tackleberry,Sugar Line,Sugar & Spice,Blue Pulaski,Trillium,Sleeping Jake's,25 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Rumplededge/,Rumplededge,BC,Rossland,Charlston Connector (upper),Monte Christo Lower,Monte Christo Road,Monte Christo Upper,Techno Grind East,Techno Grind (old),Ziggy's,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/WilliamA/,WilliamA,AL,Sylacauga,,,,,,,,34 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Parajumper80/,Parajumper80,FL,Lithia,Southwest,Nemesis,Lower West Meadow,Spiderberm,The Badlands East Meadow,Southeast,,8 miles
"Oct 2, 2020",https://www.trailforks.com/profile/ShepherdWong/,ShepherdWong,UT,Draper,Ball Park Access,Rush (Skills),Rush Skills Flow,Lower CC (Down),Jungle Trail,Jungle Trail,BST (Aqueduct),9 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Stew604/,Stew604,BC,Squamish,50 Shades of Green Part 2,Leave of Absence,Man Boobs,Edith Lake Access,50 Shades of Green Part 2,Rupert,Alice Lake Access,12 miles
"Oct 2, 2020",https://www.trailforks.com/profile/fivestar/,fivestar,BC,Salmo,,,,,,,,98 ft
"Oct 2, 2020",https://www.trailforks.com/profile/Billydean/,Billydean,AZ,Fountain Hills,,,,,,,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/jmas912/,jmas912,CO,Aspen,Secret / Jedi,,,,,,,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Outdork/,Outdork,AZ,Jacob Lake,,,,,,,,17 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Vol1989/,Vol1989,TN,Hixson,,,,,,,,21 miles
"Oct 2, 2020",https://www.trailforks.com/profile/phantommtb/,phantommtb,WA,Issaquah,Master Link,Quick Link,Drop In,Drop In,NOTG,Quick Link,NOTG,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/mranzin/,mranzin,CO,Crested Butte,Bridges,Strand Hill,West Brush,Teocalli Mountain,Teocalli Ridge,,,31 miles
"Oct 2, 2020",https://www.trailforks.com/profile/GrandNL/,GrandNL,NL,Corner Brook,,,,,,,,22 miles
"Oct 2, 2020",https://www.trailforks.com/profile/coldfront-media/,coldfront-media,OR,Ashland,Lower Bull Gap,Upper Lynx,Lower Lynx,Catwalk Trail,Marty's,Lower Marty's,Caterpillar Trail,18 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Mattcono/,Mattcono,UT,St. George,Stucki Conn,Bearclaw Poppi (clavicle),Bearclaw Poppy,,,,,32 miles
"Oct 2, 2020",https://www.trailforks.com/profile/fredsta453/,fredsta453,BC,Revelstoke,Mt. Cartier Upper,Mt. Cartier Lower,Lower Haulin' Daze,,,,,23 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Velo1/,Velo1,NC,Brevard,Mullinax Trail,Buckhorn Gap Trail (Upper),,,,,,20 miles
"Oct 2, 2020",https://www.trailforks.com/profile/eholt30/,eholt30,CO,Boulder,Pump Track (large),Pump Track (large),Pump Track (large),Pump Track (large),Slopestyle,Pump Track (large),Pump Track (large),4 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Decker1992/,Decker1992,NL,Corner Brook,,,,,,,,22 miles
"Oct 2, 2020",https://www.trailforks.com/profile/RogueElephant/,RogueElephant,VA,Newport News,,,,,,,,5 miles
"Oct 2, 2020",https://www.trailforks.com/profile/alanjhill/,alanjhill,BC,Whistler,Horstman Connection,Blackcomb Access Road,Yummy Numby (Lower),Yummier Numby,Comfortably Numb (Foreplay Descent),Packard Goose,I'm Not Satisfied,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Tooticky/,Tooticky,BC,Chilliwack,Sunnyside Up,Kerry'd Away,2Cents,Blackhawk Down,Femur,,,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/BenoitGD/,BenoitGD,QC,Gaspé,,,,,,,,20 ft
"Oct 2, 2020",https://www.trailforks.com/profile/ProfessorOTB/,ProfessorOTB,QC,Lac-Sainte-Marie,Taylor's Tower of Power,Growler,Growler,Taylor's Tower of Power,Boneshaker,Taylor's Tower of Power,Family Jewel,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Richgersh/,Richgersh,UT,Park City,Jenni`s (Lower),Jenni's (Upper),Tommys Two Step,Mojave,CMG,CMG Downhill,,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Davidsidenberg/,Davidsidenberg,BC,Victoria,Trillium-Thetis Connector,High Ridge Loop Trail,High Ridge Trail,,,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/crossboss97/,crossboss97,WA,Cougar,,,,,,,,17 miles
"Oct 2, 2020",https://www.trailforks.com/profile/blown240/,blown240,CA,Lake Arrowhead,Rim Of The World Upline,Sleigh Ride,Playground,Fantasy Forest,Arrow,Sleigh Ride,Playground,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/ReddyKilowatt/,ReddyKilowatt,WA,Bellingham,Mole Trap (Evil Twin),Pony Express Connector,H&P connector,Huff and Puff,Unemployment Line,Lair of the Bear,RD 2100,16 miles
"Oct 2, 2020",https://www.trailforks.com/profile/OMGitsNate/,OMGitsNate,OR,Sandy,Homestead Road,Upper Hide and Seek,Johnny Royale,Flow Motion,Little Monkey,,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/nyhc00/,nyhc00,CT,Glastonbury,Easy Way Out,Big Rocks To Stream DH,Slash Pile No Climb Edition,Slash Pile No Climb,,,,2 miles
"Oct 2, 2020",https://www.trailforks.com/profile/anaisviens/,anaisviens,BC,North Vancouver,Lillooet Parallel Trail,Seymour Valley Trailway,Lillooet Parallel Trail,Inter-River Park,,,,22 miles
"Oct 2, 2020",https://www.trailforks.com/profile/samtahoe/,samtahoe,CA,Big Bear,,,,,,,,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Xmahns/,Xmahns,MT,Three Forks,Copper City Road,Copper City Road,Green Eagle South,,,,,3 miles
"Oct 2, 2020",https://www.trailforks.com/profile/kjfw/,kjfw,BC,Whistler,Magic Chair,Out of the Dust,Micro Climate Access,Dark Crystal [Avoid in wet weather],Blackcomb Access Road,Out of the Dust,Micro Climate Access,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/willentam/,willentam,ON,Uxbridge,Walker Woods Access Trail,Connector trail,Trans Canada Glen Major North Leg,Walker/Glen Major Connector,Connector trail,Connector Trail,no name,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/nyaskoff/,nyaskoff,UT,Draper,Rush (Skills),Lower Corner Canyon,Rush Climb,Canyon Hollow,Canyon Hollow Alt,Rush Connector,Ghost Falls South,23 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Huron/,Huron,AB,Calgary,Below The Berm,Eastern Front,Plateau,NW Shortcut,NW Shortcut,Shaganappi Parking Lot,John Laurie Overpass,11 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Lonniekam/,Lonniekam,BC,Penticton,Poplar to Pearly Gates.,Yellow Brick Road,Bobcat,YBR-Bobcat connector,Neverland - Lower,Eagle,Ponderosa,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/111111111oneone/,111111111oneone,CA,San Jose,,,,,,,,10 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Slbentley/,Slbentley,BC,Fernie,Cemetery By-Pass,Double Bypass,Lower Eco-Terrorist,Sidewinder to Eco connector,Sidewinder to Eco connector,Deadfall,R-Trail,7 miles
"Oct 2, 2020",https://www.trailforks.com/profile/annaks222/,annaks222,CO,Aspen,Hummingbird,Secret / Jedi,Burlingame Connector,,,,,14 miles
"Oct 2, 2020",https://www.trailforks.com/profile/JJJclimber/,JJJclimber,TN,Knoxville,Dragstrip,Fire Drill,Red Bud Crest,Party In The Woods,Red Bud Crest,Giddy Up,Ripcord,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/CJCB/,CJCB,MI,Fenton,East loop TH - #1,East loop #1 - #2,East loop #2 - #3,East loop #4 - #5,East loop #6 - #7,East loop #10 - #11,East loop #11 - #12,16 miles
"Oct 2, 2020",https://www.trailforks.com/profile/teamwalters2000/,teamwalters2000,IN,Terre Haute,Kid's Pump Track,Pro Pump Track,Pro Pump Track,Pro Pump Track,Pro Pump Track,Pro Pump Track,Pro Pump Track,15 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Francuisco/,Francuisco,MI,Copper Harbor,Keweenaw Point Trail,KPT: Summer School,Magic Carpet,Flo'Rion,,,,13 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Mavbike/,Mavbike,BC,West Vancouver,,,,,,,,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Jayman69/,Jayman69,GA,Woodstock,Mosquito Flats,Hamilton Hop,Mosquito Flats,Rhythm 'N Blues,Dwelling Alt Line,Van Michael,Van Michael,9 miles
"Oct 2, 2020",https://www.trailforks.com/profile/cwmontemurro/,cwmontemurro,AB,Canmore,Razors Edge,Quaite Creek,Jewell Pass,,,,,15 miles
"Oct 2, 2020",https://www.trailforks.com/profile/Alexschott/,Alexschott,NM,Rio Rancho,Dragons Back,White Ridge Trail A,White Ridge Trail B,,,,,8 miles
"Oct 2, 2020",https://www.trailforks.com/profile/KBuchanan/,KBuchanan,AB,Banff,Legacy Trail West,Legacy Trail West,,,,,,74 miles
"Oct 2, 2020",https://www.trailforks.com/profile/swarriner/,swarriner,BC,North Vancouver,Kirkford,Cedar Tree Trail,Upper Griffen,Middle Griffen,Lower Griffen,Access Road,McNair Place,6 miles
"Oct 2, 2020",https://www.trailforks.com/profile/NRodriguez335/,NRodriguez335,CO,Silverton,Cinnamon Pass Road,Engineer Pass Road,,,,,,55 miles
