created,username_URL,username,prov,city,trails5,trails7,trails9,trails11,trails13,trails15,trails17,dist
"Oct 3, 2020",https://www.trailforks.com/profile/Cozzens/,Cozzens,UT,Brian Head,Virgin River Rim,Virgin River Rim,Virgin River Rim,Virgin River Rim,Virgin River Rim (Road),Virgin River Rim,Virgin River Rim,54 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Emmanuelrose/,Emmanuelrose,BC,Squamish,50 Shades of Green,50 Shades of Green Part 2,Rupert,Tazer's Alternate,Tracks from Hell,50 Shades of Green Part 2,Marc My Word,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jimwinter/,Jimwinter,LA,Lafayette,,,,,,,,19 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Statikboy/,Statikboy,BC,Sorrento,Packer Trail,River Trail,Adams River Bridge Trail,Spawning Channel Trail,,,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/tblbikes/,tblbikes,ON,Toronto,Beechwood Dr Access Point,Sky Pilot,Sky Pilot,Doobitorium,Party Atmosphere,Party Down,Woods Gundy,31 miles
"Oct 3, 2020",https://www.trailforks.com/profile/EvilCowDog/,EvilCowDog,MA,Worcester,Woonaschaku's Path - Blackberry Trail to Salisbury St.,Blackberry Trail To Kinneywood,Kinneywood Loop,Kinneywood Loop,Dresser Loop To Kinneywood,Cooks Path - Powerlines to Dawson,Cascades Trail to Silver Spring,19 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jgmuscg/,Jgmuscg,CA,San Rafael,,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Riaddison/,Riaddison,UT,Midway,Lower Phosphate,The Face,Dutchman Way,Top Notch,Old Burnt Ridge,Boneyard,Flatline,16 miles
"Oct 3, 2020",https://www.trailforks.com/profile/lollipopmtb/,lollipopmtb,CA,Aliso Viejo,Rock-It,5 Oaks,West Ridge,Vista,Vista,Vista,Lynx,17 miles
"Oct 3, 2020",https://www.trailforks.com/profile/mac5678/,mac5678,OK,Edmond,Alternate 6,,,,,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Ta2ude/,Ta2ude,ON,Guelph,Rollercoaster,Middle Ground,West Nile,Homestead,Broken Spoke,Pinball,Dragon's Tongue,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bentonjd/,bentonjd,LA,New Orleans,,,,,,,,6 miles
"Oct 3, 2020",https://www.trailforks.com/profile/baumang/,baumang,MI,Traverse City,,,,,,,,40 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Coletdavis/,Coletdavis,UT,Moab,Lower HyMasa,Ahab Connector,Captain Ahab (upper),Captain Ahab (lower),Amasa Back access,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ChrisYj3TMt/,ChrisYj3TMt,UT,Moab,Whole Enchilada,Burro Shortcut,Hazard Trail,Hazard County,Kokopelli,UPS,Upper Porcupine ST,27 miles
"Oct 3, 2020",https://www.trailforks.com/profile/phantombassman/,phantombassman,WA,Walla Walla,,,,,,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/blieb/,blieb,FL,Tallahassee,Munson West,East Conn,Paper Cup,,,,,46 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Thevegasgonzos/,Thevegasgonzos,NV,Las Vegas,Gnarley,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/BluebonnetSox/,BluebonnetSox,TX,Bridgeport,Coal Miner Trail,Connector,Rock Island Railroad,Coal Miner Trail,Butterfield Trail,Connector,Colonel Hunt Trail,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/lilgroot/,lilgroot,FL,Brooksville,,,,,,,,46 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ViticoMTB/,ViticoMTB,NY,Ridge,Hudson River Walkway,Paved Path,Paved Path,Hudson River Walkway,Hudson River Walkway,Hudson River Walkway,Hudson River Walkway,31 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jdubuc/,Jdubuc,RI,Exeter,Frosty Hollow Connector,Hopp'n over to Frosty Hollow,Lung Buster,River Trail,Unbreak My Heart,Breakheart,Breakthru Trail,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Kmassey/,Kmassey,CA,San Francisco,Bernice Rodgers Way trail,Phil Arnold Trail,Portola Trail,,,,,26 miles
"Oct 3, 2020",https://www.trailforks.com/profile/clamarche/,clamarche,WA,Snoqualmie,Upward Mobility,Connector,Raging Ridge,Crossover connection- Stan's Overlook,Poppin' Tops Upper,Poppin' Tops Lower,Flow State Upper,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Luxlabonte/,Luxlabonte,BC,Castlegar,Grandiflorum,The Awakener,Dirty Dreams,The Awakener,Dirty Dreams,Goose Creek Trail,Goose Creek Trail,24 miles
"Oct 3, 2020",https://www.trailforks.com/profile/spillypants/,spillypants,BC,Fernie,Mushroom Head,Lactic Ridge,Slunt (S-Bomb),Brokeback Ridge,,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/hyroller80/,hyroller80,CO,Eagle,Single Track Sidewalk phase 2,Yellow Chair,Elmers,Single Track Sidewalk phase 2,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/lforgue8/,lforgue8,RI,Exeter,connector,Frosty Hollow Connector,Hopp'n over to Frosty Hollow,Lung Buster,River Trail,Unbreak My Heart,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Pixmu/,Pixmu,MD,Elkridge,Skills Park Trail,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/AvidMary/,AvidMary,ID,Moscow,Winter Access,South Side,Jack's Route,Switchblade,Rock Taco,North Contour Trail,The Tusks,30 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Toddstanger/,Toddstanger,UT,Park City,Scott's Bypass,Wasatch Crest (Puke Hill),Wasatch Crest (South),The Spine,Wasatch Crest (North),Ridge Connector,Mid Mountain,16 miles
"Oct 3, 2020",https://www.trailforks.com/profile/mesterious/,mesterious,WA,Olympia,,,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ronvs/,ronvs,BC,Vancouver,Burrard Street North,Seaside Bike Path - False Creek North,Seaside Bike Path - Science World,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/teewinot77/,teewinot77,UT,Moab,EZ/Lazy connector,EZ,Deadmans,Deadmans Acc,Bar M,Seven Mile Flat,Lazy,26 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Abyer230/,Abyer230,GA,Cornelia,Frady Branch Trail,Latham Cemetery Trail,Nathan Road,Frady Branch Connector,Frady Branch Parking Spur,,,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/pprouse/,pprouse,ON,Uxbridge,Concession Rd 7 Access (enter only trail),Garter Belt,Skin and Bones,DMBA Way,Double Cross,ButterNuts,Seven,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/gksalter/,gksalter,MI,Ithaca,,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MatthewSD84Ef/,MatthewSD84Ef,PA,Reading,,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Coryrhodes/,Coryrhodes,BC,West Kelowna,Warmup,Holy Pail Up (Climb),Easy Up to Lookout,Holy Pail Up (To SoulTrain/ Kid Dino Myt),Holy Pail Up (Climb to Kid Dino Myt),Kid DinoMyt Descent,Dear Santa,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/tlester/,tlester,NC,Hendersonville,Copperhead Road,Tortuga,First in Flight,Tortuga,First in Flight,Tortuga,Rhodo Ruckus,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Philjohnson84/,Philjohnson84,WY,Cody,,,,,,,,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/pgl083/,pgl083,NJ,Hackettstown,Tilcon Lake Trail,Trestle Trail (Tilcon Lake Trail to Mulch Pit Trail),Teepee Rock tr./ The Rake,Land of the Lost,Pepe's Sticks,Purple,Gravity Cavity,19 miles
"Oct 3, 2020",https://www.trailforks.com/profile/gendisarray/,gendisarray,CO,Woodland Park,Rampart Reservoir Trail,Rampart Reservoir Alternate,,,,,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MPYeti/,MPYeti,NM,Angel Fire,Ziggy,Diesel,Duke,Boulder Dash (Upper),Easy Street (Lower),Easy Street Alt,Bottom Boogie,41 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MariaMesa/,MariaMesa,BC,Port Moody,Starz-Line 1,Starz Line 1 Jump Option,Jo-Jo Finn's Green Spectacles,Path,Off Leash area/Loop trail,Off-Leash Side Trail,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/blair-j79/,blair-j79,QC,Chelsea,Trail #58 (Glazer),Trail #58 (Konnector),Trail #72 Upper,Trail #72B (Irish Cream),Trail #72 to Brown Cabin,Trail #57,Trail #53B (Bench),12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Asherrod12/,Asherrod12,UT,Herriman,,,,,,,,20 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bpb555/,bpb555,ON,Guelph,Twisted,Knee Wound,Fox Trail Bypass,Rock Pit,The Pine Loop,Shag Me,Boot,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mancanuck/,Mancanuck,ON,Guelph,Twisted,Knee Wound,Fox Trail Bypass,Fox Trail Bypass,Rock Pit,The Pine Loop,Shag Me,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/acraw282/,acraw282,PA,Lehighton,,,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/hartmd25/,hartmd25,MA,Rockport,Frontline,Upper Pond,Spark,Loam Luncheon,Loam Luncheon,Frontline,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ajprime/,ajprime,WA,Sammamish,Double D,Iron Gate Trail,Terror Trail,Lightning Trail,Double D,,,6 miles
"Oct 3, 2020",https://www.trailforks.com/profile/gigone/,gigone,MA,Milford,Tonto,Sudden Impact,Sudden Impact,Beaver Brook Way,The Intro,Clifwalk,Top Down,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jkjohnnykracker/,Jkjohnnykracker,NY,Malta,,,,,,,,50 miles
"Oct 3, 2020",https://www.trailforks.com/profile/gotmillertime/,gotmillertime,CO,Golden,North Table Loop Rd,Cottonwood Canyon,Tilting Mesa,North Table Loop,Tablerock,North Table Loop (W),,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/hannahwheeler09/,hannahwheeler09,TN,Kingsport,Darwin's Revenge,Wahoo Connector,Wahoo,Wahoo Connector,Boneyard,White Tail Loop,Zipline,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/isleofmant/,isleofmant,WA,Issaquah,Flow Park Walk-up Trail,Voodoo Child,Flying Squirrel,Semper Dirticus,Flow Park Walk-up Trail,Ryan's Connector,Honey Badger,6 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bestbist/,bestbist,BC,North Vancouver,Dempsey,Dempsey Ascent,7th Secret,Expresso,Lower Digger,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Cpmmd/,Cpmmd,CA,Truckee,A1 (Upper Section),Jackass Road Spur,Jackass Point Spur (West),Jackass,,,,18 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jywilson/,jywilson,ID,Mullan,Trail Of The Coeur D' Alenes,,,,,,,73 miles
"Oct 3, 2020",https://www.trailforks.com/profile/gevans14/,gevans14,ON,Uxbridge,Concession Rd 7 Access (enter only trail),Garter Belt,Biopace Blowout,DMBA Way,Double Cross,Twist and Shout,Cistern Hill,18 miles
"Oct 3, 2020",https://www.trailforks.com/profile/fezz/,fezz,BC,Burnaby,North Road Lower Access Trail,Naheeno/Upper Mel's,Nicoles,Lower Sidewinder,Sidewinder,Upper Gearjammer,Upper Lower Gearjammer,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jonathan2003/,Jonathan2003,MD,Elkton,Little Egypt North,Glen Farmers,Glen Farmers,Parking Connector,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MollieBike/,MollieBike,MA,Andover,Bay Circuit Trail 3,Trail 6,Steams Pond Road,Camp Ground Trail,,,,23 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Esmithm8/,Esmithm8,WA,Bellingham,Up 2 Something,Bearly There,Bear Knuckle,Lost Soul,Oly,Kaiser,Nothing to See Here,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jercheble/,jercheble,IA,Decorah,Dead Pet,Upper Palisades,Log Jam,Log Jam,Lee's Loop,Lee's Loop,Upper Palisades,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/elieboo/,elieboo,CO,Lakewood,C-470 Bike Path,Cherry Creek,,,,,,77 miles
"Oct 3, 2020",https://www.trailforks.com/profile/trevorlikesbikes/,trevorlikesbikes,PE,Charlottetown,,,,,,,,43 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Purplewon/,Purplewon,TX,Cedar Park,,,,,,,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/nomadned/,nomadned,MA,Gloucester,One-20-Eight,Talking Trash,Main Wall Access & Through to Haskell Pond,Red Rock 1,Red Rock 5,Haskell Pond Dam,Stu & Erin's,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/KACripps/,KACripps,ON,East Gwillimbury,Stinky,Old Jay,Pines,Fire Road Shortcut,Pines,Spinalcord,Stumpy,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/haydenwright84/,haydenwright84,CA,Placerville,Bring Your Insurance Card,"Reduce, Reuse, Recycle",Short Climb Behind Pond,Bring Your Insurance Card,"Reduce, Reuse, Recycle",Short Climb Behind Pond,Ditch Trail,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Tri-gurl/,Tri-gurl,AB,Edmonton,,,,,,,,36 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Motobrian/,Motobrian,NH,Northfield,Fancy Feast,Upper Happy Hour,Happy Hour,Power Hour,Fancy Feast,Access Road,Hellion,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Berryp7555/,Berryp7555,MO,Wildwood,Scenic Loop Connector,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jmyers0328/,jmyers0328,CO,Divide,Geer Pond,Mountain Logger,Cheesman - Grouse Connector,Buffalo Rock,Buffalo Rock Connector,Cheesman - Grouse Connector,Homestead,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Madster/,Madster,BC,North Vancouver,Old Buck,Mushroom Trail,Power Line,Pingu,Boogieman,Boogie Nights,Empress Bypass,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/JohnOrr/,JohnOrr,WA,Snoqualmie,Upward Mobility,Raging Ridge,Raging Ridge,Poppin' Tops Upper,Poppin' Tops Lower,Flow State Upper,Flow State Lower,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mrodriguez1225/,Mrodriguez1225,CA,Fullerton,Hiltscher Park Trail,Parks Road Trail,Rosecrans Trail,Castlewood Trail,Nora Kuttner Trail,Brea Dam Trail,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/portermtb/,portermtb,UT,Park City,CMG Downhill,,,,,,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/EJrides/,EJrides,ID,Lewiston,Warren's Ridge,Warren's Ridge,Devil's Slide,Jawbone,The Rollers,Griffin's Cutoff,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/CritterDad/,CritterDad,BC,Duncan,,,,,,,,2 miles
"Oct 3, 2020",https://www.trailforks.com/profile/David-Stevens/,David-Stevens,BC,Whistler,Korova Milk Bar,Darwin's,Into the Mystic (Lower),On the Rocks,Lord of the Squirrels,Chipmunk Rebellion (part 1),Chipmunk Rebellion (part 2),30 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Squidge97/,Squidge97,MA,Erving,,,,,,,,16 miles
"Oct 3, 2020",https://www.trailforks.com/profile/tinbasher/,tinbasher,BC,Kimberley,Tora Bora Ridge,Upper Thunder Turkey,Lower Thunder Turkey,Lower Thunder Turkey,Army Road (The Great Trail),Higgins Hill,Trapline,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/pjweb925/,pjweb925,CA,Sausalito,,,,,,,,39 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Chip2447/,Chip2447,FL,Lithia,Southeast,Northeast,Access Road,Nemesis,Lower West Meadow,Spiderberm,Access Road,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jplant/,jplant,BC,Fernie,Provincial Park Connector,Project 9,Lazy Lizard Connector,Mushroom Head,Red Sonja,Fairy Creek Bridge Trail,Swine Flu Climb,26 miles
"Oct 3, 2020",https://www.trailforks.com/profile/FadingVentana/,FadingVentana,CA,Mendocino,Parallel  Rd 500 Trail,,,,,,,6 miles
"Oct 3, 2020",https://www.trailforks.com/profile/schadwick25/,schadwick25,NJ,West Milford,Connector,Warthog,Otter Slide,Rhinos Horn,Rhino,Tanks,Cages,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MichelT/,MichelT,ON,Guelph,Lunacy,Twisted,Siesta,Knee Wound,Fox Trail Bypass,Flow,The Exit Run,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/brian90tb/,brian90tb,IL,Chicago,,,,,,,,25 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Kenyve/,Kenyve,BC,Armstrong,,,,,,,,53 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Cake99/,Cake99,QC,Oka,G2,G2 saut,G2 saut,Pom-Track,,,,6 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MattKavanaugh/,MattKavanaugh,CA,Malibu,Grasslands Trail,Bark Park,,,,,,22 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Stevetruitt/,Stevetruitt,FL,Ocala,,,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/alpshredder/,alpshredder,ON,Richmond Hill,Flat Out Forward,Riddum,Day Dreamer,Moto XC,Magic Carpet Ride,Rubber Ducky,Hill Hugger,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Brookemtbsv/,Brookemtbsv,WA,Bellingham,Dog Patch,H&P connector,RD4000,Keystone,2.5 Extended,Over to Oly,911,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Packynord/,Packynord,QC,Jonquière,Plateau,Kamikaze (drop line),Connector,La Kamikaze,Kamikaze (drop line),La Kamikaze,Rock and Roll,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/cgalavis/,cgalavis,CA,Woodland Hills,,,,,,,,40 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Yazy/,Yazy,AB,Edmonton,Argyll Access,Argyll Access,Millcreek Access,Connors Bridge,Cloverdale Access,The Holy Trail,Seminary hill,17 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Fordtech114/,Fordtech114,AZ,Flagstaff,Dog Food,Schultz Creek,Schultz Creek Access,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/hackysak/,hackysak,NJ,New Brunswick,,,,,,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/pbuser10636/,pbuser10636,BC,Castlegar,Grandiflorum,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/LJH357/,LJH357,TX,Sugar Land,Buddy's Trail,Highway 99 RC/ LB connector trail,RC Uppers,Brazos Bend,New Territory/ Tower Run Access,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/roddafonseca/,roddafonseca,MA,Danvers,Peabody Rail Trail,Choate Farm 3,Topsfield Linear Common,Topsfield Linear Common,Wenham Rail Trail,Peabody Rail Trail,,22 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Wentworth10/,Wentworth10,NS,Wentworth,,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Akymble/,Akymble,PA,Williamsport,,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Datkin128/,Datkin128,UT,Moab,Amasa Back access,HyMasa,,,,,,3 miles
"Oct 3, 2020",https://www.trailforks.com/profile/chrisamyhowell/,chrisamyhowell,IL,Carbondale,,,,,,,,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Boopsy/,Boopsy,BC,Duncan,A Grand Traverse Upper,Middle Finality,T-Bone,Double D,Bumble Bee (Muni) Trail,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mcoobike24/,Mcoobike24,RI,North Kingstown,,,,,,,,20 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ccasanova108/,ccasanova108,CO,Woodland Park,Rampart Reservoir Access,Rampart Reservoir Trail,Rampart Reservoir Access,Rampart Reservoir Alternate,,,,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/mackaymunz/,mackaymunz,UT,Brigham City,,,,,,,,2 miles
"Oct 3, 2020",https://www.trailforks.com/profile/hubbellm/,hubbellm,CA,Encinitas,,,,,,,,29 miles
"Oct 3, 2020",https://www.trailforks.com/profile/kc2gug/,kc2gug,VA,Richmond,Blue Jay Way,Millstone,Millstone Jump Line,Zero,Millstone,Sunsetter,Bellberry,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MoscowMatt/,MoscowMatt,ID,Moscow,Lower PLT,Rock & A Hard Place,The Tusks,Rock Taco,Switchblade,Jack's Route,Moose Marbles,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/crawfordjarred/,crawfordjarred,NB,Saint John,Millenium Falcon (outer loop),Millennium Falcon,Millennium Falcon,Jedi Academy,Millennium Falcon,Millennium Falcon,Jedi Academy,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Air242/,Air242,NY,Woodbury,Twisted Sister,Enter Sandman,I See Dead People,Snake Pit,Ewok Forest,Rags and Bones,Locomotive Breath,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/RenMTB615/,RenMTB615,WA,Snoqualmie,Multi-Use Connector,Upward Mobility,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/advansti/,advansti,WA,Snoqualmie,Upward Mobility,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/J4m3z420/,J4m3z420,CO,Vail,North Trail Connector,Son Of Middle Creek (2136),North Trail,North Trail Bonus,,,,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/GregCapps/,GregCapps,MO,Neosho,,,,,,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Moben/,Moben,TX,Fort Worth,Thunder Road North,Rocket,Thunder Road East,Thunder Road South,Skyline,Thunder Road to Lot,,3 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Martinrj26/,Martinrj26,MI,augusta,,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Leaming/,Leaming,UT,Park City,,,,,,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Stevebosworth/,Stevebosworth,ON,The Blue Mountains,,,,,,,,75 miles
"Oct 3, 2020",https://www.trailforks.com/profile/JerryB1/,JerryB1,AZ,Sedona,,,,,,,,44 miles
"Oct 3, 2020",https://www.trailforks.com/profile/garheg/,garheg,AB,Jasper,Pyramid Fire Road,Pyramid Fire Road,Pyramid Fire Road,Pyramid Fire Road,,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Tysonwhatcott/,Tysonwhatcott,TX,Muenster,,,,,,,,41 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Dkrice/,Dkrice,MA,Pittsfield,Trail,Taylors Trail,Trail,,,,,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Cablguy611/,Cablguy611,MA,Pittsfield,Trail,Taylors Trail,Unverified DCR Track,,,,,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Ovenmitts22/,Ovenmitts22,AB,Edmonton,,,,,,,,45 miles
"Oct 3, 2020",https://www.trailforks.com/profile/joxong/,joxong,CA,Malibu,Wendy (In),Sin Nombre,Two Foxes,Wendy,Wendy (In),,,17 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Xkmanxi/,Xkmanxi,MI,Alpena,,,,,,,,54 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mprincipe4/,Mprincipe4,CT,Sherman,,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Beetleis7/,Beetleis7,AB,Edmonton,CSG Berms,CSG Course - 8,CSG Course - 9,Maintenance Trail,CSG Course - 10,Rundle Park Gravel,Ainsworth Dyer Bridge,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jefftous/,Jefftous,VT,Poultney,,,,,,,,2 miles
"Oct 3, 2020",https://www.trailforks.com/profile/TigoDeSantiago/,TigoDeSantiago,FL,Fort Walton Beach,Carbo,,,,,,,3 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Kleenh/,Kleenh,NH,Dorchester,Thunder Chicken,Bambi,Beaver Dam Trail,Kiln Trail (Part 2),Cellar Hole Loop,Kiln Trail (Part 2),Kiln Trail (Part 1),10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/branchaud/,branchaud,RI,North Kingstown,,,,,,,,20 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Maxwell003/,Maxwell003,ID,Boise,Mountain Cove Trail #22c,Bucktail Trail,Shanes Loop,Shane's,Central Ridge,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bhamata/,bhamata,BC,West Vancouver,Access Road,Capilano River Trail - Park Royal,Spirit Trail - Ambleside Landing,Spirit Trail - Gleneagles,Kieth Connector,Spirit Trail - Ambleside,Spirit Trail - Park Royal,32 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Nolanschwartz/,Nolanschwartz,WA,Battle Ground,,,,,,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/wherman/,wherman,IL,Chicago,,,,,,,,19 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Zmoney72/,Zmoney72,NV,Las Vegas,Beats the Road,Man with a Van,Benchmark,TK,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bherder/,bherder,MA,Pittsfield,Green Blaze,,,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bullit398/,bullit398,NJ,Vernon,Upper Dominion,Triple Drop,Upper Dominion,Domboo,Test of Metal,Phantom Drop,Connector,22 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jodelong/,Jodelong,VA,Luray,,,,,,,,96 miles
"Oct 3, 2020",https://www.trailforks.com/profile/23sstone/,23sstone,MD,Elkton,,,,,,,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/SixZeroSixOne/,SixZeroSixOne,BC,Surrey,,,,,,,,62 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Torofrank/,Torofrank,TX,Spring,,,,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/magsrgod/,magsrgod,NH,Goffstown,,,,,,,,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Brianbutler/,Brianbutler,CA,Monterey,Hawk Shadow Trail,Trail 67,Border Road,Crescent Bluff Road,West Machine Gun Flats Road,Trail 70,Over the Rainbow,16 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jeffguckenberger/,Jeffguckenberger,UT,Moab,Whole Enchilada,Burro Shortcut,Hazard Trail,Hazard County,Kokopelli,UPS,Upper Porcupine ST,32 miles
"Oct 3, 2020",https://www.trailforks.com/profile/BallardRunner/,BallardRunner,WA,Issaquah,Master Link,Quick Link,Drop In,Drop In,East Tiger Summit,Preston Railroad,East Side Rd 7000,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/spikegundy/,spikegundy,WI,Blue Mounds,Over Lode,Gneiss,,,,,,9 miles
